"familia","sector","estado","canton","provincia","id_fact_oec","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7662.0,1.0,35.0,19.0,8.0,2019.0,35.0,35.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7663.0,1.0,21.0,1.0,4.0,2019.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7664.0,1.0,1.0,11.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7665.0,1.0,1.0,23.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7667.0,1.0,8.0,4.0,1.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7670.0,1.0,14.0,18.0,11.0,2019.0,14.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7671.0,1.0,3.0,19.0,11.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7673.0,1.0,22.0,5.0,8.0,2019.0,22.0,22.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7675.0,1.0,2.0,13.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7679.0,1.0,2.0,11.0,11.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7685.0,1.0,1.0,22.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7688.0,1.0,1.0,6.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7690.0,1.0,2.0,23.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7691.0,1.0,1.0,27.0,9.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7692.0,1.0,2.0,8.0,1.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7694.0,1.0,1.0,16.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7696.0,1.0,11.0,15.0,4.0,2019.0,11.0,11.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7697.0,1.0,16.0,13.0,5.0,2019.0,16.0,16.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7700.0,1.0,1.0,6.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7701.0,1.0,8.0,17.0,6.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7702.0,1.0,20.0,15.0,7.0,2019.0,20.0,20.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7706.0,1.0,1.0,9.0,5.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7707.0,1.0,24.0,4.0,6.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7709.0,1.0,1.0,27.0,8.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7712.0,1.0,2.0,19.0,7.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7715.0,1.0,12.0,6.0,8.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7716.0,1.0,28.0,23.0,7.0,2019.0,28.0,28.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7721.0,1.0,1.0,12.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7722.0,1.0,12.0,23.0,8.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7724.0,1.0,1.0,11.0,2.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7726.0,1.0,35.0,13.0,7.0,2019.0,35.0,35.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7727.0,1.0,9.0,28.0,1.0,2019.0,9.0,9.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7728.0,1.0,2.0,22.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7729.0,1.0,1.0,4.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7730.0,1.0,2.0,16.0,3.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7731.0,1.0,4.0,7.0,9.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7733.0,1.0,1.0,17.0,4.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7736.0,1.0,1.0,30.0,11.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7743.0,1.0,4.0,2.0,3.0,2019.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7744.0,1.0,1.0,22.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7746.0,2.0,5.0,7.0,6.0,2022.0,4.0,2.6473684210526316
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",7747.0,1.0,3.0,5.0,3.0,2021.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7748.0,2.0,6.0,9.0,12.0,2019.0,3.0,2.6473684210526316
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7756.0,1.0,1.0,6.0,9.0,2021.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7759.0,2.0,2.0,17.0,3.0,2020.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",7764.0,4.0,6.0,4.0,10.0,2020.0,3.0,1.8222748815165877
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",7766.0,1.0,6.0,15.0,3.0,2021.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7774.0,2.0,4.0,23.0,4.0,2022.0,2.0,1.981012658227848
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7782.0,1.0,1.0,11.0,8.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7783.0,1.0,1.0,13.0,8.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7790.0,1.0,1.0,16.0,11.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7795.0,1.0,7.0,13.0,10.0,2021.0,7.0,7.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",7798.0,2.0,2.0,24.0,1.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",7799.0,1.0,5.0,27.0,3.0,2022.0,5.0,5.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7800.0,2.0,2.0,7.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7807.0,2.0,3.0,10.0,9.0,2020.0,2.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7808.0,2.0,3.0,10.0,9.0,2020.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7812.0,1.0,1.0,11.0,5.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",7814.0,1.0,3.0,13.0,9.0,2020.0,3.0,3.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7816.0,1.0,1.0,11.0,4.0,2021.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",7817.0,2.0,2.0,27.0,2.0,2022.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",7822.0,3.0,5.0,7.0,5.0,2018.0,1.0,1.8222748815165877
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7826.0,1.0,4.0,2.0,5.0,2017.0,4.0,4.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7827.0,1.0,1.0,3.0,8.0,2017.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7828.0,1.0,5.0,8.0,5.0,2017.0,5.0,5.0
"actividades tipo servicios","actividades especializadas de la construcción","desconocido","quito","pichincha",7830.0,1.0,1.0,21.0,8.0,2017.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",7831.0,1.0,1.0,7.0,4.0,2018.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",7833.0,1.0,1.0,20.0,6.0,2017.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7836.0,2.0,6.0,15.0,3.0,2020.0,4.0,2.6473684210526316
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",7837.0,2.0,6.0,15.0,3.0,2020.0,2.0,2.6473684210526316
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",7838.0,1.0,1.0,26.0,9.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",7841.0,2.0,7.0,7.0,7.0,2022.0,1.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",7843.0,3.0,14.0,22.0,4.0,2022.0,1.0,3.533333333333333
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cuenca","azuay",7845.0,3.0,8.0,9.0,5.0,2022.0,1.0,1.8222748815165877
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",7847.0,1.0,4.0,24.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7849.0,1.0,20.0,26.0,9.0,2019.0,20.0,20.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",7850.0,2.0,16.0,29.0,8.0,2019.0,10.0,5.9
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7853.0,1.0,6.0,26.0,7.0,2019.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",7854.0,2.0,23.0,5.0,4.0,2019.0,13.0,9.571428571428571
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7855.0,2.0,23.0,5.0,4.0,2019.0,10.0,12.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",7857.0,1.0,17.0,5.0,9.0,2021.0,17.0,17.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7859.0,1.0,23.0,17.0,6.0,2019.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7860.0,1.0,4.0,25.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7861.0,1.0,51.0,22.0,3.0,2019.0,51.0,51.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",7862.0,2.0,17.0,31.0,5.0,2019.0,8.0,5.9
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",7863.0,2.0,17.0,31.0,5.0,2019.0,9.0,8.11111111111111
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",7868.0,1.0,1.0,27.0,4.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7869.0,1.0,2.0,24.0,6.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7871.0,2.0,15.0,13.0,1.0,2020.0,4.0,11.5
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",7873.0,1.0,7.0,19.0,3.0,2022.0,7.0,7.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",7877.0,1.0,1.0,6.0,1.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",7878.0,1.0,3.0,15.0,1.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7879.0,1.0,9.0,24.0,1.0,2018.0,9.0,9.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",7883.0,2.0,12.0,3.0,7.0,2021.0,5.0,5.761627906976744
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7884.0,2.0,12.0,3.0,7.0,2021.0,7.0,5.761627906976744
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",7885.0,2.0,37.0,3.0,2.0,2021.0,33.0,17.742424242424242
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7887.0,1.0,1.0,27.0,6.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7888.0,1.0,25.0,12.0,7.0,2018.0,25.0,25.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7892.0,1.0,1.0,20.0,12.0,2016.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",7893.0,1.0,1.0,21.0,12.0,2016.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7899.0,1.0,1.0,3.0,10.0,2018.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7900.0,1.0,23.0,10.0,12.0,2018.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",7904.0,1.0,1.0,20.0,3.0,2019.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7906.0,1.0,5.0,4.0,12.0,2018.0,5.0,5.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7907.0,1.0,48.0,23.0,11.0,2018.0,48.0,48.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7911.0,1.0,12.0,6.0,12.0,2018.0,12.0,12.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7913.0,1.0,1.0,13.0,12.0,2018.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7917.0,1.0,1.0,20.0,6.0,2018.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",7918.0,1.0,1.0,26.0,1.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7920.0,1.0,5.0,26.0,7.0,2021.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7927.0,1.0,2.0,30.0,12.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7929.0,1.0,4.0,6.0,7.0,2022.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7942.0,1.0,15.0,31.0,1.0,2020.0,15.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7945.0,1.0,16.0,30.0,11.0,2020.0,16.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7946.0,1.0,7.0,6.0,10.0,2020.0,7.0,7.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7947.0,1.0,7.0,27.0,8.0,2019.0,7.0,7.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7949.0,1.0,8.0,28.0,11.0,2021.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7950.0,1.0,21.0,20.0,3.0,2019.0,21.0,21.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",7951.0,1.0,8.0,7.0,8.0,2019.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7955.0,1.0,1.0,10.0,6.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7956.0,1.0,88.0,16.0,12.0,2020.0,88.0,88.66666666666667
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","santo domingo","santo domingo de los tsachilas",7957.0,1.0,1.0,1.0,2.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7962.0,1.0,3.0,28.0,7.0,2021.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7963.0,1.0,1.0,30.0,12.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7964.0,1.0,2.0,31.0,8.0,2021.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7965.0,2.0,36.0,23.0,11.0,2021.0,34.0,17.742424242424242
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7970.0,1.0,4.0,5.0,5.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7974.0,1.0,2.0,31.0,12.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7977.0,1.0,5.0,25.0,3.0,2021.0,5.0,5.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7982.0,1.0,2.0,22.0,8.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7983.0,1.0,1.0,14.0,3.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",7984.0,1.0,126.0,27.0,12.0,2020.0,126.0,121.33333333333333
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",7985.0,1.0,6.0,7.0,6.0,2022.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",7989.0,1.0,16.0,18.0,3.0,2022.0,16.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",7990.0,1.0,22.0,19.0,4.0,2022.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",7994.0,1.0,21.0,2.0,10.0,2021.0,21.0,21.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",7995.0,1.0,1.0,6.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",7997.0,1.0,14.0,14.0,8.0,2021.0,14.0,14.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8001.0,1.0,6.0,19.0,3.0,2022.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","ambato","tungurahua",8003.0,1.0,5.0,12.0,7.0,2022.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8007.0,1.0,2.0,26.0,1.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8008.0,1.0,1.0,2.0,9.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8010.0,1.0,22.0,14.0,6.0,2021.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8012.0,1.0,1.0,18.0,5.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8015.0,1.0,15.0,18.0,9.0,2021.0,15.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8020.0,1.0,11.0,13.0,10.0,2021.0,11.0,11.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8022.0,1.0,9.0,22.0,6.0,2021.0,9.0,9.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8023.0,1.0,2.0,3.0,7.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",8025.0,1.0,2.0,31.0,7.0,2021.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","rumiñahui","pichincha",8027.0,2.0,4.0,7.0,6.0,2022.0,2.0,1.981012658227848
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",8030.0,3.0,3.0,6.0,12.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",8032.0,1.0,1.0,29.0,7.0,2021.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","rumiñahui","pichincha",8035.0,1.0,1.0,8.0,11.0,2021.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",8041.0,2.0,2.0,24.0,11.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",8042.0,1.0,1.0,28.0,1.0,2022.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",8044.0,1.0,5.0,3.0,2.0,2022.0,5.0,5.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",8046.0,1.0,1.0,28.0,5.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",8048.0,3.0,10.0,15.0,12.0,2021.0,2.0,3.533333333333333
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",8051.0,1.0,8.0,29.0,5.0,2022.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8054.0,1.0,10.0,9.0,12.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8057.0,1.0,21.0,7.0,10.0,2019.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8058.0,1.0,6.0,13.0,1.0,2020.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8060.0,1.0,4.0,20.0,11.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","quito","pichincha",8061.0,2.0,2.0,12.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8062.0,1.0,2.0,17.0,12.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8063.0,1.0,2.0,29.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8066.0,1.0,6.0,27.0,9.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8067.0,1.0,6.0,12.0,11.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8070.0,1.0,17.0,29.0,7.0,2019.0,17.0,17.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8075.0,1.0,5.0,29.0,10.0,2018.0,5.0,5.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8078.0,1.0,7.0,15.0,4.0,2019.0,7.0,7.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8080.0,1.0,1.0,25.0,4.0,2018.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",8082.0,3.0,3.0,24.0,5.0,2018.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",8083.0,3.0,3.0,24.0,5.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8085.0,1.0,1.0,24.0,4.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8089.0,1.0,3.0,20.0,8.0,2018.0,3.0,3.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8093.0,1.0,12.0,14.0,12.0,2019.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8096.0,1.0,9.0,13.0,6.0,2022.0,9.0,9.0
