"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8070.0,17.0,102.0,1.0,17.0,4250.0,7.0,2019.0,0.0,2.146551917785013E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8075.0,5.0,30.0,1.0,5.0,1250.0,10.0,2018.0,0.0,9.078381357126037E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8078.0,7.0,42.0,1.0,7.0,1750.0,4.0,2019.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8080.0,1.0,6.0,1.0,1.0,250.0,4.0,2018.0,0.0,8.87789519860684E-5
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",8082.0,1.0,6.0,3.0,3.0,250.0,5.0,2018.0,0.0,6.23865862602992E-5
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",8083.0,1.0,6.0,3.0,3.0,250.0,5.0,2018.0,0.0,-1.8298551497268872E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8085.0,1.0,6.0,1.0,1.0,250.0,4.0,2018.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8089.0,3.0,18.0,1.0,3.0,750.0,8.0,2018.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8093.0,12.0,72.0,1.0,12.0,3000.0,12.0,2019.0,0.0,-1.1717671110504906E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8096.0,9.0,54.0,1.0,9.0,2250.0,6.0,2022.0,0.0,1.290065707830303E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8097.0,7.0,42.0,1.0,7.0,1750.0,5.0,2021.0,0.0,1.290065707830303E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8099.0,3.0,18.0,1.0,3.0,750.0,4.0,2022.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8103.0,2.0,12.0,1.0,2.0,500.0,10.0,2020.0,0.0,5.0556194774298464E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8104.0,1.0,6.0,1.0,1.0,250.0,7.0,2021.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8107.0,3.0,18.0,1.0,3.0,750.0,3.0,2022.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8112.0,2.0,12.0,1.0,2.0,500.0,6.0,2022.0,0.0,8.87789519860684E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8113.0,16.0,96.0,1.0,16.0,4000.0,2.0,2021.0,0.0,5.132108101220129E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8114.0,8.0,48.0,1.0,8.0,2000.0,10.0,2021.0,0.0,9.078381357126037E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8117.0,8.0,48.0,1.0,8.0,2000.0,7.0,2020.0,0.0,1.290065707830303E-4
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8120.0,15.0,90.0,1.0,15.0,3750.0,1.0,2020.0,0.0,5.132108101220129E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8125.0,11.0,66.0,1.0,11.0,2750.0,1.0,2021.0,0.0,4.166975817083713E-5
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",8131.0,2.0,12.0,1.0,2.0,500.0,7.0,2020.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8135.0,19.0,114.0,2.0,26.0,4750.0,11.0,2019.0,0.0,1.9839974195701333E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8137.0,18.0,108.0,1.0,18.0,4500.0,10.0,2019.0,0.0,1.7643243456673136E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8138.0,3.0,18.0,1.0,3.0,750.0,12.0,2019.0,0.0,-4.105026254324056E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8139.0,17.0,102.0,1.0,17.0,4250.0,12.0,2019.0,0.0,1.8206856405367407E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8140.0,1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,5.0556194774298464E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8143.0,17.0,102.0,1.0,17.0,4250.0,8.0,2019.0,0.0,2.146551917785013E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8146.0,2.0,12.0,1.0,2.0,500.0,7.0,2019.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8147.0,2.0,12.0,1.0,2.0,500.0,11.0,2019.0,0.0,-4.105026254324056E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8148.0,24.0,144.0,1.0,24.0,6000.0,7.0,2019.0,0.0,-8.417659091056072E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8151.0,5.0,30.0,1.0,5.0,1250.0,4.0,2019.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8152.0,33.0,198.0,1.0,33.0,8250.0,4.0,2019.0,0.0,2.4566766732432316E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8157.0,1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8158.0,34.0,204.0,1.0,34.0,8500.0,10.0,2018.0,0.0,7.829853464424554E-4
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","quito","pichincha",8160.0,3.0,18.0,1.0,3.0,750.0,5.0,2019.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8161.0,2.0,12.0,2.0,3.0,500.0,6.0,2019.0,0.0,8.87789519860684E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8162.0,1.0,6.0,2.0,3.0,250.0,6.0,2019.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8164.0,2.0,12.0,1.0,2.0,500.0,10.0,2018.0,0.0,5.0556194774298464E-5
"construcción","construcción de edificios","habilitado","quito","pichincha",8167.0,1.0,6.0,2.0,33.0,250.0,11.0,2018.0,0.0,5.894244531059025E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8168.0,1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8171.0,34.0,204.0,1.0,34.0,8500.0,4.0,2019.0,0.0,8.212081036542253E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8174.0,1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,4.5109322864345276E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8176.0,7.0,42.0,1.0,7.0,1750.0,7.0,2019.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",8179.0,9.0,54.0,2.0,50.0,2250.0,5.0,2019.0,0.0,7.398004787588343E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8183.0,1.0,6.0,1.0,1.0,250.0,9.0,2018.0,0.0,5.0556194774298464E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8185.0,57.0,342.0,1.0,57.0,14250.0,1.0,2019.0,0.0,-0.0064186267884223545
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",8187.0,1.0,6.0,2.0,2.0,250.0,11.0,2018.0,0.0,-4.105026254324056E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8188.0,6.0,36.0,1.0,6.0,1500.0,8.0,2019.0,0.0,1.290065707830303E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8195.0,24.0,144.0,1.0,24.0,6000.0,11.0,2019.0,0.0,-0.001038214244478741
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8196.0,7.0,42.0,1.0,7.0,1750.0,2.0,2019.0,0.0,8.533694166130718E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8197.0,52.0,312.0,1.0,52.0,13000.0,3.0,2019.0,0.0,-0.006887603307836709
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8199.0,4.0,24.0,1.0,4.0,1000.0,7.0,2019.0,0.0,8.87789519860684E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8202.0,4.0,24.0,2.0,33.0,1000.0,4.0,2019.0,0.0,7.192536676352114E-4
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",8204.0,1.0,6.0,2.0,2.0,250.0,6.0,2019.0,0.0,8.87789519860684E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8205.0,1.0,6.0,1.0,1.0,250.0,2.0,2019.0,0.0,8.065272605062464E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8206.0,2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8208.0,1.0,6.0,1.0,1.0,250.0,11.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8209.0,3.0,18.0,1.0,3.0,750.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8211.0,2.0,12.0,1.0,2.0,500.0,12.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8213.0,1.0,6.0,1.0,1.0,250.0,11.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8214.0,2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8215.0,12.0,72.0,1.0,12.0,3000.0,7.0,2019.0,0.0,-5.302168152825342E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8217.0,43.0,258.0,2.0,44.0,10750.0,10.0,2018.0,0.0,-0.00126108918033756
"construcción","construcción de edificios","habilitado","quito","pichincha",8222.0,1.0,6.0,2.0,63.0,250.0,11.0,2018.0,0.0,0.002003520501038647
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8223.0,1.0,6.0,1.0,1.0,250.0,3.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8225.0,1.0,6.0,2.0,2.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"construcción","construcción de edificios","habilitado","quito","pichincha",8226.0,1.0,6.0,2.0,2.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8228.0,9.0,54.0,1.0,9.0,2250.0,10.0,2019.0,0.0,-4.1509492225077875E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8230.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8231.0,16.0,96.0,1.0,16.0,4000.0,5.0,2019.0,0.0,-3.730259566241383E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8232.0,2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8234.0,29.0,174.0,2.0,41.0,7250.0,5.0,2019.0,0.0,-0.0015229249834949775
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8235.0,1.0,6.0,1.0,1.0,250.0,11.0,2018.0,0.0,-7.809431280252337E-5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",8237.0,1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,5.173490172678558E-5
"construcción","construcción de edificios","habilitado","quito","pichincha",8239.0,12.0,72.0,2.0,40.0,3000.0,7.0,2019.0,0.0,-6.837716840850643E-5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",8240.0,2.0,12.0,5.0,16.0,500.0,3.0,2019.0,0.0,-1.2669681904258195E-4
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",8243.0,1.0,6.0,5.0,16.0,250.0,3.0,2019.0,0.0,-1.2669681904258195E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8249.0,79.0,474.0,2.0,80.0,19750.0,10.0,2018.0,0.0,-0.03680513368337861
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8252.0,5.0,30.0,1.0,5.0,1250.0,5.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8254.0,2.0,12.0,1.0,2.0,500.0,12.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8262.0,1.0,6.0,1.0,1.0,250.0,10.0,2018.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8263.0,1.0,6.0,1.0,1.0,250.0,11.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8264.0,91.0,546.0,1.0,91.0,22750.0,9.0,2018.0,0.0,0.05206975987109681
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8265.0,1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,5.173490172678558E-5
"construcción","construcción de edificios","habilitado","quito","pichincha",8267.0,14.0,84.0,3.0,21.0,3500.0,6.0,2019.0,0.0,8.399500377249697E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8270.0,17.0,102.0,2.0,20.0,4250.0,12.0,2018.0,0.0,-1.1245333160063691E-4
"construcción","construcción de edificios","habilitado","quito","pichincha",8271.0,3.0,18.0,2.0,20.0,750.0,12.0,2018.0,0.0,-1.1323272973600123E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8272.0,2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8275.0,1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8279.0,34.0,204.0,1.0,34.0,8500.0,2.0,2019.0,0.0,0.010056801614875165
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8280.0,7.0,42.0,1.0,7.0,1750.0,8.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8285.0,73.0,438.0,1.0,73.0,18250.0,8.0,2018.0,0.0,-9.325801372368934E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8286.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8287.0,40.0,240.0,1.0,40.0,10000.0,1.0,2019.0,0.0,-0.0011607525937054495
"construcción","construcción de edificios","habilitado","quito","pichincha",8288.0,8.0,48.0,1.0,8.0,2000.0,12.0,2019.0,0.0,-1.331159495426169E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8290.0,4.0,24.0,1.0,4.0,1000.0,9.0,2018.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8291.0,63.0,378.0,1.0,63.0,15750.0,7.0,2018.0,0.0,-0.004888663841234031
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8292.0,2.0,12.0,1.0,2.0,500.0,7.0,2018.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8295.0,1.0,6.0,1.0,1.0,250.0,6.0,2018.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8297.0,1.0,6.0,2.0,4.0,250.0,8.0,2018.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8299.0,2.0,12.0,1.0,2.0,500.0,10.0,2018.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8301.0,1.0,6.0,1.0,1.0,250.0,3.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8308.0,22.0,132.0,1.0,22.0,5500.0,8.0,2018.0,0.0,-9.740592149019454E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8310.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8311.0,2.0,12.0,1.0,2.0,500.0,9.0,2018.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8314.0,1.0,6.0,1.0,1.0,250.0,10.0,2018.0,0.0,1.3512144515015652E-5
"construcción","construcción de edificios","habilitado","quito","pichincha",8315.0,1.0,6.0,1.0,1.0,250.0,4.0,2018.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8316.0,7.0,42.0,1.0,7.0,1750.0,10.0,2019.0,0.0,-4.1509492225077875E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",8325.0,6.0,36.0,1.0,6.0,1500.0,12.0,2018.0,0.0,-1.331159495426169E-4
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",8328.0,1.0,6.0,1.0,1.0,250.0,5.0,2018.0,0.0,5.173490172678558E-5
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",8332.0,1.0,6.0,1.0,1.0,250.0,2.0,2021.0,0.0,5.185366851018893E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8335.0,1.0,6.0,1.0,1.0,250.0,10.0,2020.0,0.0,5.239835570118425E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8337.0,1.0,6.0,3.0,13.0,250.0,10.0,2019.0,0.0,5.089535240567324E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",8339.0,11.0,66.0,3.0,13.0,2750.0,10.0,2019.0,0.0,-0.007469557675382976
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8341.0,1.0,6.0,2.0,2.0,250.0,11.0,2020.0,0.0,4.28144694337735E-6
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8343.0,1.0,6.0,1.0,1.0,250.0,3.0,2020.0,0.0,5.622063142236124E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8345.0,1.0,6.0,1.0,1.0,250.0,1.0,2021.0,0.0,1.1700891873074343E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8347.0,43.0,258.0,1.0,43.0,10750.0,11.0,2019.0,0.0,0.4926638375539995
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8349.0,1.0,6.0,1.0,1.0,250.0,10.0,2020.0,0.0,5.239835570118425E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8350.0,12.0,72.0,2.0,13.0,3000.0,7.0,2020.0,0.0,-0.0021661305124117012
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8352.0,1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,5.179473352636245E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8353.0,1.0,6.0,1.0,1.0,250.0,10.0,2019.0,0.0,1.2245579064069662E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8354.0,7.0,42.0,3.0,11.0,1750.0,12.0,2019.0,0.0,0.0018634350265737789
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8355.0,1.0,6.0,3.0,11.0,250.0,12.0,2019.0,0.0,-1.7484046411668768E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8359.0,1.0,6.0,1.0,1.0,250.0,10.0,2020.0,0.0,1.2245579064069662E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8368.0,1.0,6.0,4.0,32.0,250.0,11.0,2019.0,0.0,-0.019058564457329386
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8373.0,1.0,6.0,1.0,1.0,250.0,5.0,2019.0,0.0,1.6067854785246655E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8375.0,2.0,12.0,1.0,2.0,500.0,9.0,2019.0,0.0,1.2245579064069662E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8376.0,3.0,18.0,1.0,3.0,750.0,11.0,2019.0,0.0,6.306383881546475E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8378.0,51.0,306.0,2.0,52.0,12750.0,8.0,2019.0,0.0,0.4959838093141344
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",8379.0,1.0,6.0,2.0,52.0,250.0,8.0,2019.0,0.0,0.02093486515861249
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8380.0,1.0,6.0,1.0,1.0,250.0,10.0,2019.0,0.0,5.239835570118425E-4
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8388.0,4.0,24.0,5.0,12.0,1000.0,10.0,2018.0,0.0,0.0025578728131658403
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8390.0,4.0,24.0,5.0,12.0,1000.0,10.0,2018.0,0.0,0.0025578728131658403
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8393.0,1.0,6.0,3.0,4.0,250.0,10.0,2018.0,0.0,5.239835570118425E-4
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",8394.0,2.0,12.0,3.0,4.0,500.0,10.0,2018.0,0.0,1.9605527058770295E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8396.0,1.0,6.0,1.0,1.0,250.0,11.0,2018.0,0.0,-1.7484046411668768E-4
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8398.0,3.0,18.0,1.0,3.0,750.0,10.0,2018.0,0.0,9.279346429120318E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",8399.0,18.0,108.0,1.0,18.0,4500.0,11.0,2019.0,0.0,-0.12098572761265318
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8400.0,1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,1.031766869159529E-5
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8401.0,1.0,6.0,1.0,1.0,250.0,12.0,2020.0,0.0,1.031766869159529E-5
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",8404.0,5.0,30.0,2.0,24.0,1250.0,3.0,2021.0,0.0,-0.004304726605757469
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8405.0,1.0,6.0,1.0,1.0,250.0,2.0,2020.0,0.0,1.1700891873074343E-4
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",8406.0,1.0,6.0,1.0,1.0,250.0,11.0,2020.0,0.0,1.031766869159529E-5
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8407.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,5.561700924753945E-4
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",8408.0,61.0,366.0,2.0,62.0,15250.0,8.0,2019.0,0.0,0.602511332259178
