"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,5.0,8.0,5.0,2017.0,5.0,5.0
"actividades tipo servicios","actividades especializadas de la construcción","desconocido","quito","pichincha",1.0,1.0,21.0,8.0,2017.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,1.0,7.0,4.0,2018.0,1.0,1.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,1.0,20.0,6.0,2017.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,6.0,15.0,3.0,2020.0,4.0,2.6473684210526316
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,6.0,15.0,3.0,2020.0,2.0,2.6473684210526316
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",1.0,1.0,26.0,9.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,7.0,7.0,7.0,2022.0,1.0,3.9054726368159205
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",3.0,14.0,22.0,4.0,2022.0,1.0,3.533333333333333
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cuenca","azuay",3.0,8.0,9.0,5.0,2022.0,1.0,1.8744292237442923
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,4.0,24.0,3.0,2022.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,20.0,26.0,9.0,2019.0,20.0,20.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,16.0,29.0,8.0,2019.0,10.0,8.56
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,26.0,7.0,2019.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,23.0,5.0,4.0,2019.0,13.0,9.571428571428571
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,23.0,5.0,4.0,2019.0,10.0,12.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,17.0,5.0,9.0,2021.0,17.0,17.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,23.0,17.0,6.0,2019.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,4.0,25.0,7.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,51.0,22.0,3.0,2019.0,51.0,51.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,17.0,31.0,5.0,2019.0,8.0,8.56
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,17.0,31.0,5.0,2019.0,9.0,8.609756097560975
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,1.0,27.0,4.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,2.0,24.0,6.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",2.0,15.0,13.0,1.0,2020.0,4.0,8.609756097560975
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,7.0,19.0,3.0,2022.0,7.0,7.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,1.0,6.0,1.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,3.0,15.0,1.0,2020.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,9.0,24.0,1.0,2018.0,9.0,9.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",2.0,12.0,3.0,7.0,2021.0,5.0,5.761627906976744
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",2.0,12.0,3.0,7.0,2021.0,7.0,5.761627906976744
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",2.0,37.0,3.0,2.0,2021.0,33.0,17.742424242424242
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,1.0,27.0,6.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,25.0,12.0,7.0,2018.0,25.0,25.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,1.0,20.0,12.0,2016.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,1.0,21.0,12.0,2016.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,3.0,10.0,2018.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,23.0,10.0,12.0,2018.0,23.0,23.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,1.0,20.0,3.0,2019.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,5.0,4.0,12.0,2018.0,5.0,5.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,48.0,23.0,11.0,2018.0,48.0,48.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,12.0,6.0,12.0,2018.0,12.0,12.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,13.0,12.0,2018.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,20.0,6.0,2018.0,1.0,1.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,26.0,1.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,5.0,26.0,7.0,2021.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,2.0,30.0,12.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,4.0,6.0,7.0,2022.0,4.0,4.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,15.0,31.0,1.0,2020.0,15.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,16.0,30.0,11.0,2020.0,16.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,7.0,6.0,10.0,2020.0,7.0,7.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,7.0,27.0,8.0,2019.0,7.0,7.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,8.0,28.0,11.0,2021.0,8.0,8.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,21.0,20.0,3.0,2019.0,21.0,21.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,8.0,7.0,8.0,2019.0,8.0,8.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,10.0,6.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,88.0,16.0,12.0,2020.0,88.0,90.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,1.0,2.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,3.0,28.0,7.0,2021.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,30.0,12.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,31.0,8.0,2021.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,36.0,23.0,11.0,2021.0,34.0,17.742424242424242
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,5.0,5.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,31.0,12.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,25.0,3.0,2021.0,5.0,5.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,22.0,8.0,2020.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,14.0,3.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,126.0,27.0,12.0,2020.0,126.0,121.33333333333333
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,6.0,7.0,6.0,2022.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,16.0,18.0,3.0,2022.0,16.0,16.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,22.0,19.0,4.0,2022.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,21.0,2.0,10.0,2021.0,21.0,21.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,1.0,6.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,14.0,14.0,8.0,2021.0,14.0,14.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,6.0,19.0,3.0,2022.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,5.0,12.0,7.0,2022.0,5.0,5.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,2.0,26.0,1.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,1.0,2.0,9.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,22.0,14.0,6.0,2021.0,22.0,22.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,1.0,18.0,5.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,15.0,18.0,9.0,2021.0,15.0,15.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,11.0,13.0,10.0,2021.0,11.0,11.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,9.0,22.0,6.0,2021.0,9.0,9.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,2.0,3.0,7.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,2.0,31.0,7.0,2021.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","rumiñahui","pichincha",2.0,4.0,7.0,6.0,2022.0,2.0,1.981012658227848
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",3.0,3.0,6.0,12.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",1.0,1.0,29.0,7.0,2021.0,1.0,1.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","rumiñahui","pichincha",1.0,1.0,8.0,11.0,2021.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",2.0,2.0,24.0,11.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",1.0,1.0,28.0,1.0,2022.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,5.0,3.0,2.0,2022.0,5.0,5.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,1.0,28.0,5.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,10.0,15.0,12.0,2021.0,2.0,3.533333333333333
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,29.0,5.0,2022.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,9.0,12.0,2019.0,10.0,10.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,21.0,7.0,10.0,2019.0,21.0,21.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,13.0,1.0,2020.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,20.0,11.0,2019.0,4.0,4.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","quito","pichincha",2.0,2.0,12.0,7.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,17.0,12.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,29.0,4.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,27.0,9.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,12.0,11.0,2018.0,6.0,6.0
