"familia","sector","estado","canton","provincia","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",2.0,12.0,2.0,500.0,12.0,7.0,2020.0,1.0,0.9878864323308543
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",19.0,114.0,26.0,4750.0,25.0,11.0,2019.0,2.0,1.8076953342109343
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",18.0,108.0,18.0,4500.0,1.0,10.0,2019.0,1.0,1.0408681583333825
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,30.0,12.0,2019.0,1.0,1.0244342377353925
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",17.0,102.0,17.0,4250.0,12.0,12.0,2019.0,1.0,1.057336304578116
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,13.0,9.0,2019.0,1.0,1.0052572876205383
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",17.0,102.0,17.0,4250.0,20.0,8.0,2019.0,1.0,1.0255284007374437
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,11.0,7.0,2019.0,1.0,1.0172725788264367
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,5.0,11.0,2019.0,1.0,1.0111728870918748
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",24.0,144.0,24.0,6000.0,2.0,7.0,2019.0,1.0,1.0637630507766014
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,18.0,4.0,2019.0,1.0,1.0388705709350186
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",33.0,198.0,33.0,8250.0,30.0,4.0,2019.0,1.0,1.0545397807076435
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,29.0,1.0,2019.0,1.0,1.0039991029120623
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",34.0,204.0,34.0,8500.0,15.0,10.0,2018.0,1.0,1.0873755622909878
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,27.0,5.0,2019.0,1.0,1.116644167982927
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,3.0,500.0,13.0,6.0,2019.0,2.0,1.6848347314383725
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,3.0,250.0,13.0,6.0,2019.0,2.0,2.331883332089931
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,25.0,10.0,2018.0,1.0,1.0164542760261108
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,6.0,33.0,250.0,12.0,11.0,2018.0,2.0,1.6679408682634156
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,4.0,1.0,2019.0,1.0,1.0087842580850728
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",34.0,204.0,34.0,8500.0,8.0,4.0,2019.0,1.0,1.1121286407164073
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,31.0,1.0,2019.0,1.0,1.01686518078212
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,29.0,7.0,2019.0,1.0,0.989789261238827
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",9.0,54.0,50.0,2250.0,20.0,5.0,2019.0,2.0,2.48284598997087
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,7.0,9.0,2018.0,1.0,0.9932348057639908
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",57.0,342.0,57.0,14250.0,21.0,1.0,2019.0,1.0,1.0403311042782528
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,8.0,11.0,2018.0,2.0,1.639636827232537
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",6.0,36.0,6.0,1500.0,5.0,8.0,2019.0,1.0,1.0555899824411634
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",24.0,144.0,24.0,6000.0,11.0,11.0,2019.0,1.0,1.0525998455699161
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,6.0,2.0,2019.0,1.0,1.017875301209572
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",52.0,312.0,52.0,13000.0,11.0,3.0,2019.0,1.0,1.0169955505780175
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,1.0,7.0,2019.0,1.0,1.0574139779795084
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",4.0,24.0,33.0,1000.0,3.0,4.0,2019.0,2.0,1.7362613972167518
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,1.0,6.0,2019.0,2.0,1.792873408814871
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,28.0,2.0,2019.0,1.0,1.0115275133398294
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,21.0,5.0,2019.0,1.0,1.0173306563568483
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,13.0,11.0,2018.0,1.0,1.0029214101244586
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",3.0,18.0,3.0,750.0,18.0,7.0,2019.0,1.0,1.0149581434828585
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,18.0,12.0,2018.0,1.0,1.016745834139642
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,21.0,11.0,2018.0,1.0,1.0028573309622013
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,23.0,5.0,2019.0,1.0,1.0256586366498093
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",12.0,72.0,12.0,3000.0,3.0,7.0,2019.0,1.0,1.03183135078993
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",43.0,258.0,44.0,10750.0,29.0,10.0,2018.0,2.0,1.11217478663312
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,6.0,63.0,250.0,26.0,11.0,2018.0,2.0,1.75141630258348
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,26.0,3.0,2019.0,1.0,1.0128142754637546
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,17.0,7.0,2019.0,2.0,1.8052363952423045
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,6.0,2.0,250.0,17.0,7.0,2019.0,2.0,1.7182375897963746
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",9.0,54.0,9.0,2250.0,21.0,10.0,2019.0,1.0,1.031860194512178
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,15.0,8.0,2019.0,1.0,1.0071726327890653
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",16.0,96.0,16.0,4000.0,8.0,5.0,2019.0,1.0,1.0628635594087834
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,27.0,3.0,2019.0,1.0,1.081129012815368
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",29.0,174.0,41.0,7250.0,13.0,5.0,2019.0,2.0,2.111190748793349
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,28.0,11.0,2018.0,1.0,0.9083474651601913
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,17.0,6.0,2019.0,1.0,0.9281920439879494
"construcción","construcción de edificios","habilitado","quito","pichincha",12.0,72.0,40.0,3000.0,15.0,7.0,2019.0,2.0,1.682747425002149
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",2.0,12.0,16.0,500.0,18.0,3.0,2019.0,5.0,2.8537952097084807
"construcción","obras de ingeniería civil","habilitado","quito","pichincha",1.0,6.0,16.0,250.0,18.0,3.0,2019.0,5.0,2.1160139406928673
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",79.0,474.0,80.0,19750.0,22.0,10.0,2018.0,2.0,1.0197157749882146
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",5.0,30.0,5.0,1250.0,31.0,5.0,2019.0,1.0,1.0335996391239926
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,4.0,12.0,2018.0,1.0,1.010496473792359
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,10.0,10.0,2018.0,1.0,1.0012718403316692
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,23.0,11.0,2018.0,1.0,1.0028573309622013
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",91.0,546.0,91.0,22750.0,3.0,9.0,2018.0,1.0,0.7709807106258788
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,26.0,6.0,2019.0,1.0,1.006460322686821
"construcción","construcción de edificios","habilitado","quito","pichincha",14.0,84.0,21.0,3500.0,11.0,6.0,2019.0,3.0,1.9522700023480164
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",17.0,102.0,20.0,4250.0,3.0,12.0,2018.0,2.0,1.8837569839355135
"construcción","construcción de edificios","habilitado","quito","pichincha",3.0,18.0,20.0,750.0,3.0,12.0,2018.0,2.0,1.9211990431157782
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,7.0,3.0,2019.0,1.0,1.0103973812673965
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,12.0,6.0,2019.0,1.0,1.0001762718105462
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",34.0,204.0,34.0,8500.0,25.0,2.0,2019.0,1.0,1.0594602353184976
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,23.0,8.0,2019.0,1.0,1.0374443670746993
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",73.0,438.0,73.0,18250.0,6.0,8.0,2018.0,1.0,0.9871215114327763
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,13.0,7.0,2019.0,1.0,1.00604284215055
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",40.0,240.0,40.0,10000.0,28.0,1.0,2019.0,1.0,1.106713224321525
"construcción","construcción de edificios","habilitado","quito","pichincha",8.0,48.0,8.0,2000.0,31.0,12.0,2019.0,1.0,1.123574674735651
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",4.0,24.0,4.0,1000.0,21.0,9.0,2018.0,1.0,1.004634662918165
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",63.0,378.0,63.0,15750.0,9.0,7.0,2018.0,1.0,1.0370671957138322
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,16.0,7.0,2018.0,1.0,1.0083523015030957
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,26.0,6.0,2018.0,1.0,1.0022364657537262
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,4.0,250.0,7.0,8.0,2018.0,2.0,2.2880490863984457
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,31.0,10.0,2018.0,1.0,1.0263597907959658
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,16.0,3.0,2019.0,1.0,1.0078544006482142
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",22.0,132.0,22.0,5500.0,13.0,8.0,2018.0,1.0,1.0901062176957064
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,16.0,8.0,2019.0,1.0,1.0071726327890653
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,12.0,2.0,500.0,22.0,9.0,2018.0,1.0,1.012786716427713
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,26.0,10.0,2018.0,1.0,1.0016229734477244
"construcción","construcción de edificios","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,9.0,4.0,2018.0,1.0,0.9889419252203178
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",7.0,42.0,7.0,1750.0,11.0,10.0,2019.0,1.0,1.029667460360856
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",6.0,36.0,6.0,1500.0,1.0,12.0,2018.0,1.0,1.0379609997010855
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",1.0,6.0,1.0,250.0,27.0,5.0,2018.0,1.0,1.1091587352174495
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,17.0,2.0,2021.0,1.0,0.9739945293876398
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,17.0,10.0,2020.0,1.0,0.9950250253086077
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,13.0,250.0,7.0,10.0,2019.0,3.0,2.9214465269014207
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",11.0,66.0,13.0,2750.0,7.0,10.0,2019.0,3.0,1.719880535706893
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,2.0,250.0,7.0,11.0,2020.0,2.0,1.9835537961006802
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,11.0,3.0,2020.0,1.0,1.033974671044164
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,16.0,1.0,2021.0,1.0,0.972811244715488
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",43.0,258.0,43.0,10750.0,20.0,11.0,2019.0,1.0,1.5438179095080935
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,23.0,10.0,2020.0,1.0,0.9562284369957732
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",12.0,72.0,13.0,3000.0,25.0,7.0,2020.0,2.0,1.8708146517418962
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,25.0,9.0,2019.0,1.0,0.9724038737148684
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,28.0,10.0,2019.0,1.0,0.9867003425956549
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",7.0,42.0,11.0,1750.0,2.0,12.0,2019.0,3.0,3.0027382067527677
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,11.0,250.0,2.0,12.0,2019.0,3.0,2.451562908869094
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,29.0,10.0,2020.0,1.0,0.9611349448482409
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,32.0,250.0,5.0,11.0,2019.0,4.0,3.989917420682489
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,2.0,5.0,2019.0,1.0,1.0036054086485118
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,12.0,2.0,500.0,14.0,9.0,2019.0,1.0,1.046753594517143
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",3.0,18.0,3.0,750.0,22.0,11.0,2019.0,1.0,1.1431259044438074
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",51.0,306.0,52.0,12750.0,21.0,8.0,2019.0,2.0,0.9273415922116195
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,52.0,250.0,21.0,8.0,2019.0,2.0,3.4713450558341785
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,2.0,10.0,2019.0,1.0,0.9930596663243003
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",4.0,24.0,12.0,1000.0,25.0,10.0,2018.0,5.0,3.6476532656342195
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",4.0,24.0,12.0,1000.0,25.0,10.0,2018.0,5.0,3.6476532656342195
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,4.0,250.0,20.0,10.0,2018.0,3.0,2.752861686981235
"actividades comunitarias","actividades creativas, artísticas y de entretenimiento","habilitado","ibarra","imbabura",2.0,12.0,4.0,500.0,20.0,10.0,2018.0,3.0,2.728196428666636
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,7.0,11.0,2018.0,1.0,1.0484311219224063
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",3.0,18.0,3.0,750.0,9.0,10.0,2018.0,1.0,1.0395915223888759
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",18.0,108.0,18.0,4500.0,18.0,11.0,2019.0,1.0,1.8082467036068417
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,19.0,11.0,2019.0,1.0,0.9742496666575997
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,21.0,12.0,2020.0,1.0,0.9709515524508996
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",5.0,30.0,24.0,1250.0,16.0,3.0,2021.0,2.0,3.2134426619376635
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,19.0,2.0,2020.0,1.0,0.9927372703568134
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,6.0,11.0,2020.0,1.0,0.9793463908317088
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,9.0,7.0,2019.0,1.0,0.9870722864979351
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",61.0,366.0,62.0,15250.0,1.0,8.0,2019.0,2.0,0.844106282834205
"actividades de enseñanza","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,62.0,250.0,1.0,8.0,2019.0,2.0,2.6092098463641245
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,20.0,2.0,2019.0,1.0,1.0872030110321456
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,12.0,2.0,500.0,22.0,4.0,2019.0,1.0,1.0394404536381652
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",3.0,18.0,3.0,750.0,5.0,9.0,2020.0,1.0,1.1010484453981215
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",4.0,24.0,20.0,1000.0,22.0,7.0,2020.0,4.0,3.852880333957658
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",5.0,30.0,15.0,1250.0,18.0,12.0,2018.0,5.0,4.387228822855762
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,15.0,250.0,18.0,12.0,2018.0,5.0,4.657856624777126
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,6.0,250.0,5.0,2.0,2019.0,4.0,3.5516578402711483
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,12.0,2.0,500.0,29.0,10.0,2018.0,1.0,1.0553574381287811
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",8.0,48.0,8.0,2000.0,24.0,1.0,2018.0,1.0,1.0734280733776567
"turismo y alimentación","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,10.0,5.0,2018.0,1.0,1.0511415277177756
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,12.0,2.0,500.0,15.0,8.0,2018.0,1.0,1.0999608639503302
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,13.0,5.0,2019.0,1.0,0.9723154261554763
"actividades de enseñanza","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,4.0,250.0,16.0,5.0,2018.0,3.0,2.328247169851168
"turismo y alimentación","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",1.0,6.0,4.0,250.0,16.0,5.0,2018.0,3.0,2.445103812304226
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",2.0,12.0,7.0,500.0,28.0,11.0,2020.0,2.0,2.8844447122450996
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,12.0,3.0,500.0,29.0,5.0,2019.0,2.0,1.5187486322051749
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",1.0,6.0,3.0,250.0,29.0,5.0,2019.0,2.0,2.213480003696973
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",4.0,24.0,4.0,1000.0,8.0,10.0,2020.0,1.0,1.0713158667676206
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",1.0,6.0,36.0,250.0,13.0,3.0,2020.0,3.0,2.560362784252889
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",34.0,204.0,36.0,8500.0,13.0,3.0,2020.0,3.0,1.6093693349257459
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",1.0,6.0,36.0,250.0,13.0,3.0,2020.0,3.0,3.914377268362828
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",34.0,204.0,34.0,8500.0,20.0,3.0,2019.0,1.0,2.038824738488061
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,7.0,8.0,2019.0,1.0,1.094010174190175
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",12.0,72.0,13.0,3000.0,6.0,8.0,2019.0,2.0,1.4225206196163933
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,2.0,250.0,23.0,7.0,2019.0,2.0,1.955132716770934
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,2.0,250.0,23.0,7.0,2019.0,2.0,1.955132716770934
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",9.0,54.0,11.0,2250.0,29.0,6.0,2018.0,3.0,2.013413170944191
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,3.0,250.0,30.0,8.0,2018.0,2.0,2.7034245189183688
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",2.0,12.0,3.0,500.0,30.0,8.0,2018.0,2.0,1.5573707736170812
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,3.0,250.0,20.0,4.0,2018.0,2.0,2.634645705837941
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",1.0,6.0,1.0,250.0,10.0,8.0,2017.0,1.0,1.0560808662766457
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",6.0,36.0,6.0,1500.0,18.0,8.0,2017.0,1.0,1.2385184245103327
