"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9354.0,1.0,6.0,1.0,250.0,6.0,10.0,2018.0,1.0,0.982485649362375
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9355.0,1.0,6.0,1.0,250.0,18.0,9.0,2019.0,1.0,0.986031728466501
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",9358.0,1.0,6.0,1.0,250.0,25.0,10.0,2018.0,1.0,1.0227916689409406
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9362.0,42.0,252.0,42.0,10500.0,26.0,2.0,2021.0,1.0,1.2943378327354234
"productos textiles, cuero y calzado","fabricación de productos textiles","habilitado","ibarra","imbabura",9363.0,4.0,24.0,4.0,1000.0,9.0,10.0,2018.0,1.0,1.2026575395184276
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9367.0,4.0,24.0,4.0,1000.0,19.0,11.0,2019.0,1.0,1.005815942252398
"actividades tipo servicios","actividades de alojamiento","habilitado","ibarra","imbabura",9372.0,1.0,6.0,1.0,250.0,5.0,11.0,2020.0,1.0,0.920088732004829
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9377.0,1.0,6.0,1.0,250.0,12.0,7.0,2021.0,1.0,0.9651570473697442
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9378.0,1.0,6.0,1.0,250.0,9.0,3.0,2020.0,1.0,0.9789254781398862
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9379.0,2.0,12.0,2.0,500.0,10.0,3.0,2020.0,1.0,0.9750904039001265
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9380.0,6.0,36.0,6.0,1500.0,1.0,8.0,2019.0,1.0,1.0118771864263048
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9384.0,7.0,42.0,7.0,1750.0,28.0,1.0,2020.0,1.0,0.9532038434890504
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9385.0,2.0,12.0,2.0,500.0,18.0,7.0,2019.0,1.0,0.9696550219132272
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9386.0,1.0,6.0,1.0,250.0,21.0,11.0,2018.0,1.0,0.958839044583315
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9387.0,3.0,18.0,3.0,750.0,23.0,5.0,2019.0,1.0,1.0061660709952642
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9388.0,9.0,54.0,9.0,2250.0,30.0,10.0,2018.0,1.0,1.1479691363028772
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9390.0,24.0,144.0,24.0,6000.0,10.0,9.0,2020.0,1.0,0.9945403296724047
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9391.0,44.0,264.0,47.0,11000.0,4.0,9.0,2020.0,2.0,1.0780561085330058
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9396.0,3.0,18.0,4.0,750.0,14.0,10.0,2019.0,2.0,1.5757268777642688
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9397.0,1.0,6.0,1.0,250.0,17.0,9.0,2020.0,1.0,0.9817154571837685
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9398.0,1.0,6.0,5.0,250.0,2.0,4.0,2019.0,3.0,2.6309088227398982
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","ibarra","imbabura",9399.0,2.0,12.0,5.0,500.0,2.0,4.0,2019.0,3.0,2.702113087730127
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","ibarra","imbabura",9402.0,1.0,6.0,1.0,250.0,5.0,9.0,2019.0,1.0,0.9593531572945588
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",9408.0,8.0,48.0,8.0,2000.0,25.0,6.0,2019.0,1.0,1.3052123067072765
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9414.0,2.0,12.0,4.0,500.0,28.0,9.0,2017.0,2.0,2.3001058886484183
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9415.0,2.0,12.0,4.0,500.0,28.0,9.0,2017.0,2.0,2.3001058886484183
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9417.0,1.0,6.0,1.0,250.0,28.0,2.0,2018.0,1.0,0.9695982259918177
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9418.0,5.0,30.0,5.0,1250.0,14.0,5.0,2018.0,1.0,1.0056562029248974
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9419.0,10.0,60.0,10.0,2500.0,10.0,10.0,2018.0,1.0,1.142830855377711
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9424.0,2.0,12.0,9.0,500.0,31.0,10.0,2017.0,4.0,2.914543812888028
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",9427.0,4.0,24.0,9.0,1000.0,31.0,10.0,2017.0,4.0,3.245649363184371
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9429.0,1.0,6.0,1.0,250.0,4.0,6.0,2018.0,1.0,0.9988075475894087
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9431.0,6.0,36.0,11.0,1500.0,17.0,5.0,2018.0,2.0,2.3375217922557434
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9432.0,5.0,30.0,11.0,1250.0,17.0,5.0,2018.0,2.0,2.256093807559396
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9436.0,4.0,24.0,16.0,1000.0,26.0,9.0,2017.0,4.0,3.256483626973009
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9437.0,1.0,6.0,16.0,250.0,26.0,9.0,2017.0,4.0,3.2231087649479244
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9440.0,1.0,6.0,6.0,250.0,4.0,10.0,2017.0,3.0,2.7773437976911604
"comercialización y venta de productos","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",9442.0,2.0,12.0,6.0,500.0,4.0,10.0,2017.0,3.0,1.878524545038986
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9443.0,1.0,6.0,1.0,250.0,24.0,10.0,2017.0,1.0,0.9994611327683609
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9447.0,3.0,18.0,3.0,750.0,3.0,3.0,2018.0,1.0,1.0054072140674046
"turismo y alimentación","actividades de alojamiento","habilitado","ibarra","imbabura",9453.0,1.0,6.0,1.0,250.0,25.0,7.0,2018.0,1.0,0.9707164414803495
"productos textiles, cuero y calzado","fabricación de productos textiles","habilitado","ibarra","imbabura",9455.0,1.0,6.0,1.0,250.0,26.0,9.0,2018.0,1.0,1.0934175883275978
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",9461.0,1.0,6.0,1.0,250.0,16.0,4.0,2018.0,1.0,1.1646399590072045
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",9468.0,2.0,12.0,3.0,500.0,6.0,9.0,2019.0,2.0,1.888965884158993
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",9469.0,4.0,24.0,4.0,1000.0,6.0,9.0,2018.0,1.0,1.1181534540018996
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9470.0,4.0,24.0,5.0,1000.0,3.0,4.0,2018.0,2.0,1.8496781397961835
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9472.0,1.0,6.0,1.0,250.0,2.0,4.0,2018.0,1.0,0.978956479998474
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","ibarra","imbabura",9473.0,1.0,6.0,1.0,250.0,11.0,5.0,2019.0,1.0,1.1932761187608643
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9474.0,2.0,12.0,12.0,500.0,5.0,9.0,2017.0,4.0,3.062442616251233
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","ibarra","imbabura",9475.0,7.0,42.0,12.0,1750.0,5.0,9.0,2017.0,4.0,2.0540078633757597
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9479.0,4.0,24.0,5.0,1000.0,28.0,8.0,2017.0,2.0,2.0113497447646163
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","ibarra","imbabura",9480.0,1.0,6.0,5.0,250.0,28.0,8.0,2017.0,2.0,2.951116667417396
"comercialización y venta de productos","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",9484.0,1.0,6.0,1.0,250.0,16.0,10.0,2017.0,1.0,0.9543328070258079
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",9485.0,1.0,6.0,1.0,250.0,20.0,2.0,2017.0,1.0,1.0621260837296953
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9486.0,2.0,12.0,2.0,500.0,21.0,8.0,2017.0,1.0,0.9944917062066319
"turismo y alimentación","servicio de alimento y bebida","habilitado","ibarra","imbabura",9488.0,2.0,12.0,3.0,500.0,1.0,11.0,2017.0,2.0,1.8499388961290473
"turismo y alimentación","actividades de alojamiento","habilitado","ibarra","imbabura",9491.0,10.0,60.0,15.0,2500.0,25.0,8.0,2017.0,2.0,2.9897079772717783
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9498.0,1.0,6.0,3.0,250.0,29.0,8.0,2017.0,2.0,2.1433241087915897
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9500.0,1.0,6.0,5.0,250.0,6.0,11.0,2017.0,2.0,2.543085726142622
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9504.0,1.0,6.0,1.0,250.0,4.0,5.0,2017.0,1.0,1.0111827923728791
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9506.0,1.0,6.0,1.0,250.0,28.0,7.0,2017.0,1.0,1.0952269043891514
"comercialización y venta de productos","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","ibarra","imbabura",9508.0,1.0,6.0,2.0,250.0,27.0,9.0,2017.0,2.0,1.705274895667558
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9513.0,1.0,6.0,1.0,250.0,7.0,9.0,2021.0,1.0,0.9939567633600612
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9516.0,2.0,12.0,2.0,500.0,25.0,8.0,2021.0,1.0,0.9820888657168192
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9517.0,1.0,6.0,1.0,250.0,3.0,12.0,2019.0,1.0,1.0006228745159982
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9519.0,1.0,6.0,1.0,250.0,13.0,5.0,2021.0,1.0,0.9940968416676563
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9522.0,30.0,180.0,30.0,7500.0,12.0,12.0,2019.0,1.0,1.2204539978147162
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9524.0,15.0,90.0,23.0,3750.0,24.0,6.0,2021.0,2.0,1.9517534306860265
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9529.0,7.0,42.0,7.0,1750.0,2.0,12.0,2019.0,1.0,1.0286625936105205
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9534.0,2.0,12.0,2.0,500.0,12.0,5.0,2021.0,1.0,0.9782602200257182
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9536.0,2.0,12.0,2.0,500.0,22.0,9.0,2021.0,1.0,0.981278750809893
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9537.0,7.0,42.0,10.0,1750.0,12.0,2.0,2021.0,2.0,2.069937682540499
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9540.0,1.0,6.0,1.0,250.0,21.0,8.0,2019.0,1.0,0.9893832185052682
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9541.0,1.0,6.0,1.0,250.0,10.0,11.0,2021.0,1.0,1.0037871419381057
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9543.0,1.0,6.0,1.0,250.0,15.0,5.0,2019.0,1.0,0.9897627694708584
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9548.0,2.0,12.0,2.0,500.0,27.0,11.0,2019.0,1.0,1.0076636476924117
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9549.0,2.0,12.0,2.0,500.0,11.0,12.0,2019.0,1.0,0.9959193054864821
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9550.0,63.0,378.0,63.0,15750.0,12.0,7.0,2019.0,1.0,1.2219578783906266
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9553.0,7.0,42.0,7.0,1750.0,19.0,2.0,2020.0,1.0,0.9179911500877873
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9556.0,7.0,42.0,47.0,1750.0,12.0,3.0,2021.0,3.0,3.3176438085347266
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9557.0,2.0,12.0,2.0,500.0,14.0,6.0,2019.0,1.0,0.9855018896387131
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9559.0,2.0,12.0,2.0,500.0,16.0,10.0,2019.0,1.0,0.9874592612368227
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9560.0,8.0,48.0,8.0,2000.0,9.0,7.0,2019.0,1.0,1.0361273541393397
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9561.0,2.0,12.0,2.0,500.0,29.0,4.0,2021.0,1.0,0.9754133050928298
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9562.0,1.0,6.0,1.0,250.0,10.0,9.0,2021.0,1.0,0.9939590972544332
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9563.0,1.0,6.0,1.0,250.0,9.0,3.0,2020.0,1.0,0.9916487174677835
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9565.0,8.0,48.0,8.0,2000.0,6.0,2.0,2021.0,1.0,1.0022883233950646
"actividades de enseñanza","enseñanza","habilitado","chimbo","bolivar",9566.0,1.0,6.0,1.0,250.0,22.0,6.0,2021.0,1.0,0.9966777890958705
