"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","quito","pichincha",9021.0,1.0,6.0,1.0,250.0,9.0,11.0,2021.0,1.0,0.995892758936848
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",9026.0,1.0,6.0,1.0,250.0,24.0,2.0,2022.0,1.0,0.9631588072779644
"actividades tipo servicios","enseñanza","desconocido","quito","pichincha",9030.0,1.0,6.0,1.0,250.0,6.0,10.0,2021.0,1.0,0.998687525298906
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9031.0,1.0,6.0,1.0,250.0,28.0,11.0,2019.0,1.0,1.0146282762843706
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",9036.0,1.0,6.0,7.0,250.0,20.0,5.0,2021.0,2.0,3.227981615917984
"actividades tipo servicios","enseñanza","desconocido","quito","pichincha",9037.0,1.0,6.0,1.0,250.0,27.0,11.0,2020.0,1.0,1.0406434133228553
"construcción","construcción de edificios","desconocido","quito","pichincha",9039.0,1.0,6.0,14.0,250.0,2.0,1.0,2021.0,2.0,2.306958714802918
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",9040.0,1.0,6.0,1.0,250.0,5.0,8.0,2021.0,1.0,0.9701181066384246
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9044.0,1.0,6.0,1.0,250.0,20.0,11.0,2019.0,1.0,1.0146090294483523
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9047.0,10.0,60.0,11.0,2500.0,22.0,10.0,2020.0,2.0,1.457202082824538
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9049.0,4.0,24.0,4.0,1000.0,10.0,7.0,2019.0,1.0,1.0245735404359815
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9051.0,7.0,42.0,7.0,1750.0,2.0,7.0,2019.0,1.0,1.0618779602382213
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9054.0,17.0,102.0,17.0,4250.0,20.0,6.0,2019.0,1.0,1.0818642453223086
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9055.0,1.0,6.0,2.0,250.0,19.0,11.0,2020.0,2.0,1.936596905366046
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9056.0,1.0,6.0,2.0,250.0,19.0,11.0,2020.0,2.0,1.936596905366046
"actividades tipo servicios","enseñanza","desconocido","quito","pichincha",9058.0,1.0,6.0,4.0,250.0,5.0,5.0,2021.0,2.0,2.6735240724637928
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9061.0,68.0,408.0,70.0,17000.0,11.0,3.0,2021.0,2.0,1.741923476706675
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9063.0,1.0,6.0,1.0,250.0,21.0,8.0,2019.0,1.0,1.007835834655439
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9064.0,1.0,6.0,1.0,250.0,21.0,12.0,2019.0,1.0,1.0140773189677796
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9066.0,10.0,60.0,10.0,2500.0,27.0,9.0,2018.0,1.0,1.1202047223532512
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9068.0,1.0,6.0,1.0,250.0,18.0,9.0,2019.0,1.0,1.0141143520495328
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9069.0,2.0,12.0,2.0,500.0,6.0,6.0,2019.0,1.0,1.01842603645217
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9073.0,2.0,12.0,2.0,500.0,31.0,7.0,2019.0,1.0,1.0247432118385271
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9076.0,2.0,12.0,2.0,500.0,7.0,11.0,2018.0,1.0,1.0262643248324688
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9077.0,3.0,18.0,3.0,750.0,17.0,1.0,2019.0,1.0,1.023589330889977
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9078.0,6.0,36.0,6.0,1500.0,28.0,6.0,2019.0,1.0,1.0452574804557893
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9079.0,1.0,6.0,1.0,250.0,27.0,11.0,2019.0,1.0,1.0249188652423848
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9081.0,1.0,6.0,1.0,250.0,19.0,12.0,2018.0,1.0,1.0138401293561268
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9082.0,10.0,60.0,10.0,2500.0,7.0,9.0,2018.0,1.0,1.0796731216587299
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9086.0,2.0,12.0,2.0,500.0,16.0,10.0,2019.0,1.0,1.021685691249318
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9087.0,3.0,18.0,3.0,750.0,14.0,2.0,2019.0,1.0,1.0125939409453943
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9095.0,16.0,96.0,16.0,4000.0,8.0,9.0,2019.0,1.0,1.144064179453367
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9098.0,18.0,108.0,18.0,4500.0,1.0,7.0,2019.0,1.0,1.0800422911115541
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9099.0,1.0,6.0,1.0,250.0,12.0,12.0,2018.0,1.0,1.010409315405
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9102.0,15.0,90.0,15.0,3750.0,28.0,7.0,2019.0,1.0,1.067107840025515
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9106.0,1.0,6.0,1.0,250.0,18.0,7.0,2019.0,1.0,1.0141143520495328
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",9107.0,1.0,6.0,1.0,250.0,25.0,3.0,2021.0,1.0,1.0046374865096235
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9109.0,2.0,12.0,2.0,500.0,27.0,12.0,2019.0,1.0,1.0457323490454522
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9113.0,2.0,12.0,2.0,500.0,29.0,3.0,2019.0,1.0,1.0235786730527119
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9114.0,1.0,6.0,1.0,250.0,8.0,1.0,2019.0,1.0,0.9991414936930463
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9115.0,3.0,18.0,3.0,750.0,26.0,11.0,2018.0,1.0,1.0306431848630249
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9120.0,3.0,18.0,3.0,750.0,15.0,8.0,2019.0,1.0,1.0185801922243494
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9122.0,1.0,6.0,1.0,250.0,12.0,8.0,2019.0,1.0,1.00311896210495
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9124.0,2.0,12.0,3.0,500.0,19.0,6.0,2019.0,2.0,1.6315941267648535
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9126.0,5.0,30.0,5.0,1250.0,23.0,6.0,2019.0,1.0,1.0319562652484686
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",9127.0,1.0,6.0,6.0,250.0,9.0,2.0,2020.0,2.0,2.7575807818547995
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9129.0,14.0,84.0,14.0,3500.0,4.0,7.0,2019.0,1.0,1.0803119789388669
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9130.0,4.0,24.0,4.0,1000.0,15.0,8.0,2018.0,1.0,1.0244740952375517
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9132.0,6.0,36.0,6.0,1500.0,30.0,7.0,2019.0,1.0,1.0442651767998408
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9134.0,1.0,6.0,1.0,250.0,25.0,7.0,2019.0,1.0,1.007835834655439
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9135.0,1.0,6.0,1.0,250.0,22.0,8.0,2019.0,1.0,1.007835834655439
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9138.0,6.0,36.0,6.0,1500.0,10.0,11.0,2019.0,1.0,1.0460234794054353
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9139.0,1.0,6.0,1.0,250.0,4.0,6.0,2019.0,1.0,1.002981217691727
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9140.0,11.0,66.0,11.0,2750.0,14.0,9.0,2018.0,1.0,1.0476826834828765
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9146.0,2.0,12.0,2.0,500.0,12.0,11.0,2019.0,1.0,1.0265015144441216
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9147.0,2.0,12.0,2.0,500.0,20.0,3.0,2019.0,1.0,1.023280653415882
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9148.0,15.0,90.0,15.0,3750.0,23.0,7.0,2019.0,1.0,1.087877568882491
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9152.0,10.0,60.0,10.0,2500.0,8.0,12.0,2019.0,1.0,1.0929654321562206
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9161.0,1.0,6.0,1.0,250.0,23.0,8.0,2018.0,1.0,1.0075986450437862
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9163.0,1.0,6.0,1.0,250.0,7.0,2.0,2019.0,1.0,0.9991414936930463
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9165.0,6.0,36.0,6.0,1500.0,2.0,9.0,2018.0,1.0,1.0523267955040732
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9168.0,1.0,6.0,1.0,250.0,29.0,8.0,2018.0,1.0,1.0078425914370976
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9170.0,2.0,12.0,2.0,500.0,30.0,5.0,2019.0,1.0,1.0235786730527119
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9172.0,10.0,60.0,10.0,2500.0,6.0,2.0,2018.0,1.0,1.074701701069885
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9174.0,15.0,90.0,15.0,3750.0,23.0,8.0,2019.0,1.0,1.087877568882491
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9179.0,1.0,6.0,7.0,250.0,22.0,2.0,2019.0,2.0,2.956520919910859
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9182.0,1.0,6.0,1.0,250.0,7.0,1.0,2019.0,1.0,0.9991414936930463
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9183.0,2.0,12.0,2.0,500.0,7.0,6.0,2019.0,1.0,1.01842603645217
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9184.0,2.0,12.0,2.0,500.0,16.0,8.0,2018.0,1.0,1.0194911300395555
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9186.0,1.0,6.0,1.0,250.0,26.0,6.0,2018.0,1.0,1.0075986450437862
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9187.0,8.0,48.0,8.0,2000.0,16.0,4.0,2018.0,1.0,1.0322778081217487
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9189.0,3.0,18.0,3.0,750.0,31.0,10.0,2018.0,1.0,1.0253152663981249
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9194.0,21.0,126.0,21.0,5250.0,26.0,2.0,2018.0,1.0,1.1274370627133843
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9195.0,4.0,24.0,4.0,1000.0,18.0,10.0,2018.0,1.0,1.037426856780244
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9199.0,2.0,12.0,2.0,500.0,16.0,8.0,2019.0,1.0,1.0028369305627942
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9202.0,1.0,6.0,1.0,250.0,13.0,12.0,2018.0,1.0,1.010409315405
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9205.0,4.0,24.0,4.0,1000.0,26.0,10.0,2018.0,1.0,1.0319584542930764
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9209.0,14.0,84.0,14.0,3500.0,12.0,7.0,2018.0,1.0,1.0802125337404371
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9212.0,1.0,6.0,1.0,250.0,14.0,12.0,2019.0,1.0,1.0106465050166529
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9213.0,1.0,6.0,4.0,250.0,17.0,11.0,2019.0,2.0,2.112252159172372
"construcción","obras de ingeniería civil","desconocido","quito","pichincha",9214.0,3.0,18.0,4.0,750.0,17.0,11.0,2019.0,2.0,1.4763822082795608
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9215.0,17.0,102.0,17.0,4250.0,1.0,9.0,2019.0,1.0,1.0958624080803796
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9217.0,2.0,12.0,2.0,500.0,26.0,5.0,2019.0,1.0,1.0240907683228082
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9221.0,1.0,6.0,1.0,250.0,17.0,3.0,2019.0,1.0,1.0141143520495328
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9222.0,8.0,48.0,8.0,2000.0,24.0,2.0,2019.0,1.0,1.0374669245838826
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9225.0,5.0,30.0,5.0,1250.0,20.0,3.0,2018.0,1.0,1.0309089607298896
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9232.0,8.0,48.0,8.0,2000.0,9.0,6.0,2019.0,1.0,1.0323772533201785
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9234.0,5.0,30.0,5.0,1250.0,10.0,6.0,2018.0,1.0,1.0260543437661775
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9235.0,2.0,12.0,2.0,500.0,10.0,8.0,2018.0,1.0,1.0193533856263324
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",9240.0,6.0,36.0,6.0,1500.0,18.0,8.0,2018.0,1.0,1.0500084849454518
"actividades de enseñanza","enseñanza","desconocido","quito","pichincha",9246.0,1.0,6.0,23.0,250.0,21.0,3.0,2021.0,2.0,2.9405444203284654
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",9247.0,2.0,12.0,2.0,500.0,25.0,12.0,2018.0,1.0,0.9708811101127006
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9250.0,1.0,6.0,1.0,250.0,6.0,10.0,2021.0,1.0,0.9826327019300019
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9253.0,8.0,48.0,8.0,2000.0,26.0,5.0,2022.0,1.0,1.0282012620927938
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9254.0,1.0,6.0,2.0,250.0,2.0,2.0,2022.0,2.0,1.9987578322952553
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9256.0,4.0,24.0,4.0,1000.0,7.0,4.0,2022.0,1.0,0.9958853831385435
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9258.0,1.0,6.0,2.0,250.0,25.0,3.0,2022.0,2.0,1.9901840291176862
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9260.0,2.0,12.0,2.0,500.0,24.0,1.0,2022.0,1.0,0.9785221070242054
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9264.0,2.0,12.0,3.0,500.0,8.0,1.0,2022.0,2.0,1.9769979316815673
"actividades tipo servicios","enseñanza","habilitado","latacunga","cotopaxi",9265.0,1.0,6.0,3.0,250.0,8.0,1.0,2022.0,2.0,2.484371605246438
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9270.0,25.0,150.0,25.0,6250.0,10.0,4.0,2022.0,1.0,3.1719815731330394
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",9271.0,3.0,18.0,3.0,750.0,14.0,11.0,2021.0,1.0,1.0329588308277247
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9274.0,2.0,12.0,9.0,500.0,7.0,2.0,2020.0,2.0,2.8605549057583497
"actividades tipo servicios","actividades de alojamiento","habilitado","ibarra","imbabura",9276.0,4.0,24.0,5.0,1000.0,7.0,9.0,2021.0,2.0,1.9133476799624853
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9277.0,13.0,78.0,13.0,3250.0,8.0,12.0,2020.0,1.0,1.0988174696731088
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9280.0,1.0,6.0,3.0,250.0,3.0,12.0,2019.0,2.0,2.1525985931921108
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9282.0,26.0,156.0,26.0,6500.0,22.0,10.0,2019.0,1.0,1.1624891903220353
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9287.0,9.0,54.0,9.0,2250.0,1.0,9.0,2021.0,1.0,1.01552424647251
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9288.0,8.0,48.0,8.0,2000.0,3.0,12.0,2020.0,1.0,1.0742740193427247
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9289.0,6.0,36.0,6.0,1500.0,5.0,3.0,2020.0,1.0,1.0573801776090344
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9290.0,2.0,12.0,3.0,500.0,6.0,12.0,2021.0,2.0,1.8238248727038675
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9295.0,40.0,240.0,40.0,10000.0,10.0,8.0,2021.0,1.0,0.895356652518772
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9297.0,11.0,66.0,11.0,2750.0,12.0,2.0,2020.0,1.0,1.0876167212017984
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",9300.0,1.0,6.0,4.0,250.0,16.0,9.0,2019.0,2.0,2.460133640904119
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9301.0,18.0,108.0,18.0,4500.0,18.0,11.0,2020.0,1.0,1.1703654562070236
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9302.0,2.0,12.0,2.0,500.0,19.0,3.0,2021.0,1.0,0.9374809392947876
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9303.0,6.0,36.0,6.0,1500.0,20.0,11.0,2020.0,1.0,1.0829378283278723
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9305.0,5.0,30.0,5.0,1250.0,25.0,9.0,2019.0,1.0,1.0371508420548574
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9306.0,4.0,24.0,5.0,1000.0,26.0,2.0,2020.0,2.0,1.9844747687211433
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9307.0,1.0,6.0,5.0,250.0,26.0,2.0,2020.0,2.0,2.548032029740157
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",9312.0,2.0,12.0,3.0,500.0,29.0,1.0,2020.0,2.0,1.8672776097673571
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9313.0,1.0,6.0,1.0,250.0,31.0,8.0,2021.0,1.0,0.9165927367257476
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9314.0,3.0,18.0,3.0,750.0,2.0,12.0,2019.0,1.0,0.9478003892117934
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9315.0,1.0,6.0,1.0,250.0,3.0,9.0,2020.0,1.0,0.9933700770679801
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9316.0,6.0,36.0,6.0,1500.0,31.0,3.0,2022.0,1.0,0.9478436726612793
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9318.0,18.0,108.0,18.0,4500.0,17.0,3.0,2022.0,1.0,1.1062437667269345
"actividades tipo servicios","actividades de alojamiento","habilitado","ibarra","imbabura",9320.0,2.0,12.0,3.0,500.0,25.0,11.0,2021.0,2.0,1.8689335417011401
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9321.0,3.0,18.0,3.0,750.0,3.0,9.0,2021.0,1.0,0.9880499469336295
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9323.0,1.0,6.0,3.0,250.0,25.0,2.0,2021.0,2.0,2.2005444744763603
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9325.0,6.0,36.0,6.0,1500.0,29.0,10.0,2020.0,1.0,1.0371323240296855
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9326.0,1.0,6.0,1.0,250.0,8.0,11.0,2019.0,1.0,0.9578696515209097
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9328.0,8.0,48.0,8.0,2000.0,30.0,10.0,2020.0,1.0,1.065937064607156
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",9329.0,1.0,6.0,1.0,250.0,5.0,2.0,2020.0,1.0,1.0184031259714041
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9332.0,6.0,36.0,6.0,1500.0,2.0,5.0,2019.0,1.0,1.057272352406458
"actividades tipo servicios","actividades de alojamiento","habilitado","ibarra","imbabura",9335.0,8.0,48.0,10.0,2000.0,24.0,2.0,2022.0,2.0,2.22959115823413
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9336.0,2.0,12.0,2.0,500.0,11.0,8.0,2021.0,1.0,0.9503387054182761
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9337.0,35.0,210.0,38.0,8750.0,14.0,12.0,2020.0,2.0,1.2305200329601442
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9340.0,5.0,30.0,6.0,1250.0,4.0,11.0,2020.0,2.0,1.5330016655543526
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9344.0,1.0,6.0,1.0,250.0,8.0,12.0,2021.0,1.0,0.9195894060003278
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9345.0,16.0,96.0,24.0,4000.0,11.0,3.0,2021.0,2.0,2.4024399766412765
"actividades de enseñanza","enseñanza","habilitado","ibarra","imbabura",9346.0,8.0,48.0,24.0,2000.0,11.0,3.0,2021.0,2.0,2.8087872744717837
"turismo y alimentación","elaboración de productos alimenticios","habilitado","ibarra","imbabura",9348.0,1.0,6.0,6.0,250.0,30.0,9.0,2019.0,2.0,2.8780502079762167
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9349.0,4.0,24.0,4.0,1000.0,24.0,9.0,2019.0,1.0,1.0343071478464347
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","ibarra","imbabura",9353.0,1.0,6.0,1.0,250.0,22.0,11.0,2018.0,1.0,0.958839044583315
