"familia","sector","estado","canton","provincia","total_cursos","volumen_capacitados","dia","mes","anio","total_horas","prediction(total_horas)"
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,8.0,17.0,6.0,2019.0,48.0,48.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,20.0,15.0,7.0,2019.0,120.0,120.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,9.0,5.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,4.0,6.0,2019.0,144.0,144.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,27.0,8.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,19.0,7.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,6.0,8.0,2019.0,72.0,72.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,28.0,23.0,7.0,2019.0,168.0,168.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,12.0,4.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,23.0,8.0,2019.0,72.0,72.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,11.0,2.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,35.0,13.0,7.0,2019.0,210.0,210.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,9.0,28.0,1.0,2019.0,54.0,54.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,22.0,5.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,4.0,12.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,16.0,3.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,7.0,9.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,17.0,4.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,30.0,11.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,2.0,3.0,2019.0,24.0,24.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,22.0,2.0,2022.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,5.0,7.0,6.0,2022.0,24.0,15.884210526315789
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,3.0,5.0,3.0,2021.0,18.0,18.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,6.0,9.0,12.0,2019.0,18.0,15.884210526315789
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,6.0,9.0,2021.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,2.0,17.0,3.0,2020.0,6.0,6.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",4.0,6.0,4.0,10.0,2020.0,18.0,11.246575342465754
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,6.0,15.0,3.0,2021.0,36.0,36.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,4.0,23.0,4.0,2022.0,12.0,11.886075949367088
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,11.0,8.0,2021.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,13.0,8.0,2020.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,16.0,11.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,7.0,13.0,10.0,2021.0,42.0,42.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",2.0,2.0,24.0,1.0,2021.0,6.0,6.0
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",1.0,5.0,27.0,3.0,2022.0,30.0,30.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,2.0,7.0,3.0,2021.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,3.0,10.0,9.0,2020.0,12.0,8.877828054298643
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,3.0,10.0,9.0,2020.0,6.0,8.877828054298643
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,11.0,5.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,3.0,13.0,9.0,2020.0,18.0,18.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",1.0,1.0,11.0,4.0,2021.0,6.0,6.0
"actividades tipo servicios","otras actividades de servicios personales","desconocido","quito","pichincha",2.0,2.0,27.0,2.0,2022.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",3.0,5.0,7.0,5.0,2018.0,6.0,11.246575342465754
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,4.0,2.0,5.0,2017.0,24.0,24.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,1.0,3.0,8.0,2017.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",1.0,5.0,8.0,5.0,2017.0,30.0,30.0
"actividades tipo servicios","actividades especializadas de la construcción","desconocido","quito","pichincha",1.0,1.0,21.0,8.0,2017.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,1.0,7.0,4.0,2018.0,6.0,6.0
"turismo y alimentación","elaboración de productos alimenticios","desconocido","quito","pichincha",1.0,1.0,20.0,6.0,2017.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,6.0,15.0,3.0,2020.0,24.0,15.884210526315789
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","desconocido","quito","pichincha",2.0,6.0,15.0,3.0,2020.0,12.0,15.884210526315789
"actividades comunitarias","actividades de atención de la salud humana","desconocido","quito","pichincha",1.0,1.0,26.0,9.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",2.0,7.0,7.0,7.0,2022.0,6.0,23.432835820895523
"actividades de enseñanza","enseñanza","habilitado","cuenca","azuay",3.0,14.0,22.0,4.0,2022.0,6.0,21.2
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cuenca","azuay",3.0,8.0,9.0,5.0,2022.0,6.0,11.246575342465754
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,4.0,24.0,3.0,2022.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,20.0,26.0,9.0,2019.0,120.0,120.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,16.0,29.0,8.0,2019.0,60.0,51.36
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,6.0,26.0,7.0,2019.0,36.0,36.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,23.0,5.0,4.0,2019.0,78.0,57.42857142857143
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,23.0,5.0,4.0,2019.0,60.0,72.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",1.0,17.0,5.0,9.0,2021.0,102.0,102.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,23.0,17.0,6.0,2019.0,138.0,138.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,4.0,25.0,7.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",1.0,51.0,22.0,3.0,2019.0,306.0,306.0
"actividades de enseñanza","enseñanza","habilitado","latacunga","cotopaxi",2.0,17.0,31.0,5.0,2019.0,48.0,51.36
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","latacunga","cotopaxi",2.0,17.0,31.0,5.0,2019.0,54.0,51.65853658536585
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,1.0,27.0,4.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,2.0,24.0,6.0,2022.0,12.0,12.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",2.0,15.0,13.0,1.0,2020.0,24.0,51.65853658536585
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,7.0,19.0,3.0,2022.0,42.0,42.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,1.0,6.0,1.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",1.0,3.0,15.0,1.0,2020.0,18.0,18.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,9.0,24.0,1.0,2018.0,54.0,54.0
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",2.0,12.0,3.0,7.0,2021.0,30.0,34.56976744186046
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",2.0,12.0,3.0,7.0,2021.0,42.0,34.56976744186046
"actividades de enseñanza","enseñanza","habilitado","la mana","sin provincia",2.0,37.0,3.0,2.0,2021.0,198.0,106.45454545454545
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,1.0,27.0,6.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,25.0,12.0,7.0,2018.0,150.0,150.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,1.0,20.0,12.0,2016.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","la mana","sin provincia",1.0,1.0,21.0,12.0,2016.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,3.0,10.0,2018.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,23.0,10.0,12.0,2018.0,138.0,138.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","guayaquil","guayas",1.0,1.0,20.0,3.0,2019.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,5.0,4.0,12.0,2018.0,30.0,30.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,48.0,23.0,11.0,2018.0,288.0,288.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,12.0,6.0,12.0,2018.0,72.0,72.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,13.0,12.0,2018.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,20.0,6.0,2018.0,6.0,6.0
"turismo y alimentación","servicio de alimento y bebida","habilitado","guayaquil","guayas",1.0,1.0,26.0,1.0,2020.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,5.0,26.0,7.0,2021.0,30.0,30.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,2.0,30.0,12.0,2021.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,4.0,6.0,7.0,2022.0,24.0,24.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,15.0,31.0,1.0,2020.0,90.0,90.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,16.0,30.0,11.0,2020.0,96.0,96.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,7.0,6.0,10.0,2020.0,42.0,42.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,7.0,27.0,8.0,2019.0,42.0,42.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,8.0,28.0,11.0,2021.0,48.0,48.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,21.0,20.0,3.0,2019.0,126.0,126.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","daule","guayas",1.0,8.0,7.0,8.0,2019.0,48.0,48.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,10.0,6.0,2022.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,88.0,16.0,12.0,2020.0,528.0,540.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,1.0,2.0,2022.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,3.0,28.0,7.0,2021.0,18.0,18.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,30.0,12.0,2021.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,31.0,8.0,2021.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",2.0,36.0,23.0,11.0,2021.0,204.0,106.45454545454545
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,4.0,5.0,5.0,2021.0,24.0,24.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,31.0,12.0,2020.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,5.0,25.0,3.0,2021.0,30.0,30.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,2.0,22.0,8.0,2020.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,1.0,14.0,3.0,2020.0,6.0,6.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",1.0,126.0,27.0,12.0,2020.0,756.0,728.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,6.0,7.0,6.0,2022.0,36.0,36.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,16.0,18.0,3.0,2022.0,96.0,96.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,22.0,19.0,4.0,2022.0,132.0,132.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,21.0,2.0,10.0,2021.0,126.0,126.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,1.0,6.0,7.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,14.0,14.0,8.0,2021.0,84.0,84.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,6.0,19.0,3.0,2022.0,36.0,36.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,5.0,12.0,7.0,2022.0,30.0,30.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,2.0,26.0,1.0,2022.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,1.0,2.0,9.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,22.0,14.0,6.0,2021.0,132.0,132.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,1.0,18.0,5.0,2022.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,15.0,18.0,9.0,2021.0,90.0,90.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,11.0,13.0,10.0,2021.0,66.0,66.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,9.0,22.0,6.0,2021.0,54.0,54.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,2.0,3.0,7.0,2021.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","ambato","tungurahua",1.0,2.0,31.0,7.0,2021.0,12.0,12.0
"actividades de enseñanza","enseñanza","habilitado","rumiñahui","pichincha",2.0,4.0,7.0,6.0,2022.0,12.0,11.886075949367088
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",3.0,3.0,6.0,12.0,2021.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",1.0,1.0,29.0,7.0,2021.0,6.0,6.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","rumiñahui","pichincha",1.0,1.0,8.0,11.0,2021.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",2.0,2.0,24.0,11.0,2021.0,6.0,6.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","rumiñahui","pichincha",1.0,1.0,28.0,1.0,2022.0,6.0,6.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,5.0,3.0,2.0,2022.0,30.0,30.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",1.0,1.0,28.0,5.0,2022.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",3.0,10.0,15.0,12.0,2021.0,12.0,21.2
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",1.0,8.0,29.0,5.0,2022.0,48.0,48.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,10.0,9.0,12.0,2019.0,60.0,60.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,21.0,7.0,10.0,2019.0,126.0,126.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,13.0,1.0,2020.0,36.0,36.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,4.0,20.0,11.0,2019.0,24.0,24.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","quito","pichincha",2.0,2.0,12.0,7.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,17.0,12.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,29.0,4.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,27.0,9.0,2018.0,36.0,36.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,6.0,12.0,11.0,2018.0,36.0,36.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,29.0,7.0,2019.0,102.0,102.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,29.0,10.0,2018.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,7.0,15.0,4.0,2019.0,42.0,42.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,25.0,4.0,2018.0,6.0,6.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","quito","pichincha",3.0,3.0,24.0,5.0,2018.0,6.0,6.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","quito","pichincha",3.0,3.0,24.0,5.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,24.0,4.0,2018.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,20.0,8.0,2018.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,12.0,14.0,12.0,2019.0,72.0,72.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,9.0,13.0,6.0,2022.0,54.0,54.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,7.0,21.0,5.0,2021.0,42.0,42.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,3.0,1.0,4.0,2022.0,18.0,18.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,2.0,4.0,10.0,2020.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,1.0,10.0,7.0,2021.0,6.0,6.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,3.0,19.0,3.0,2022.0,18.0,18.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,2.0,15.0,6.0,2022.0,12.0,12.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,16.0,22.0,2.0,2021.0,96.0,96.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,8.0,1.0,10.0,2021.0,48.0,48.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,8.0,10.0,7.0,2020.0,48.0,48.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,15.0,27.0,1.0,2020.0,90.0,90.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,11.0,5.0,1.0,2021.0,66.0,66.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","naranjal","guayas",1.0,2.0,12.0,7.0,2020.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,26.0,25.0,11.0,2019.0,114.0,72.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,18.0,1.0,10.0,2019.0,108.0,108.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,3.0,30.0,12.0,2019.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,12.0,12.0,2019.0,102.0,102.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,13.0,9.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,17.0,20.0,8.0,2019.0,102.0,102.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,11.0,7.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,5.0,11.0,2019.0,12.0,12.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,24.0,2.0,7.0,2019.0,144.0,144.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,5.0,18.0,4.0,2019.0,30.0,30.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,33.0,30.0,4.0,2019.0,198.0,198.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,29.0,1.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,34.0,15.0,10.0,2018.0,204.0,204.0
"agricultura y plantaciones","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","quito","pichincha",1.0,3.0,27.0,5.0,2019.0,18.0,18.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",2.0,3.0,13.0,6.0,2019.0,12.0,8.877828054298643
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",2.0,3.0,13.0,6.0,2019.0,6.0,8.877828054298643
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,2.0,25.0,10.0,2018.0,12.0,12.0
"construcción","construcción de edificios","habilitado","quito","pichincha",2.0,33.0,12.0,11.0,2018.0,6.0,106.45454545454545
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,4.0,1.0,2019.0,6.0,6.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,34.0,8.0,4.0,2019.0,204.0,204.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",1.0,1.0,31.0,1.0,2019.0,6.0,6.0
