"area_familia","modalidad","fecha","canton","provincia","id_fact_oc_cp","id_razon_social","id_fecha","dia","tipo","especialidad_sector","curso_perfil","razon_social","estado","tipo_razon_social","fecha_resolucion","id_curso_perfil","carga_horaria","costo","mes","anio","num_cap_cer","total_ganancias","prediction(total_horas)"
"procesos industriales","presencial","31-12-2021","quito","pichincha",51.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","aparejamiento de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4958.0,16.0,528.8,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","31-12-2021","quito","pichincha",52.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","aparejamiento de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4959.0,16.0,29.44,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",53.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de camión petrolero macho","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4955.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",54.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de camión petrolero macho","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4965.0,8.0,14.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",55.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de cargadora frontal","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4947.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",56.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de cargadora frontal","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4948.0,8.0,14.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",57.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de excavadora","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4943.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",58.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de excavadora","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4962.0,8.0,14.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",59.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4949.0,16.0,528.8,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","31-12-2021","quito","pichincha",60.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4950.0,16.0,29.44,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",61.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa de boom articulado","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4945.0,16.0,528.8,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","31-12-2021","quito","pichincha",62.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa de boom articulado","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4946.0,16.0,29.44,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",63.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de montacargas","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4942.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",64.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de montacargas","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4944.0,8.0,14.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",65.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de plataforma elevadora de personal (manlift)","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4951.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",66.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de plataforma elevadora de personal (manlift)","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4952.0,8.0,96.64,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",67.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de retroexcavadora","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4960.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",68.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de retroexcavadora","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4961.0,8.0,14.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",69.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de telehandler","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4953.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","online","31-12-2021","quito","pichincha",70.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de telehandler","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4963.0,8.0,14.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","31-12-2021","quito","pichincha",71.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de winche","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4954.0,8.0,528.72,12.0,2021.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","semipresencial","31-12-2021","quito","pichincha",72.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de winche","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4964.0,8.0,168.48,12.0,2021.0,69.59102674719585,32518.159058849335,476.75
"procesos industriales","presencial","31-12-2021","quito","pichincha",73.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","supervisión de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4956.0,16.0,528.8,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","31-12-2021","quito","pichincha",74.0,212.0,6.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","supervisión de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4957.0,16.0,29.44,12.0,2021.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","MISSING","quito","pichincha",2167.0,212.0,2142.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","aparejamiento de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4958.0,16.0,528.8,1.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","MISSING","quito","pichincha",2075.0,212.0,2142.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4950.0,16.0,29.44,1.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","MISSING","quito","pichincha",2188.0,212.0,2142.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa de boom articulado","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4945.0,16.0,528.8,1.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","MISSING","quito","pichincha",2142.0,212.0,2142.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa de boom articulado","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4946.0,16.0,29.44,1.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","MISSING","quito","pichincha",2143.0,212.0,2142.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de montacargas","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4944.0,8.0,14.72,1.0,2023.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","MISSING","quito","pichincha",2040.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de cargadora frontal","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4947.0,8.0,528.72,2.0,2023.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","MISSING","quito","pichincha",1944.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4949.0,16.0,528.8,2.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","MISSING","quito","pichincha",2150.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4950.0,16.0,29.44,2.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","MISSING","quito","pichincha",2031.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de grúa de boom articulado","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4945.0,16.0,528.8,2.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","MISSING","quito","pichincha",2078.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de montacargas","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4942.0,8.0,528.72,2.0,2023.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","MISSING","quito","pichincha",2171.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","operación de telehandler","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4953.0,8.0,528.72,2.0,2023.0,69.59102674719585,32518.159058849335,472.0
"procesos industriales","presencial","MISSING","quito","pichincha",1998.0,212.0,2143.0,28.0,"curso","operación reparación y mantenimiento de maquinas y equipos","supervisión de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4956.0,16.0,528.8,2.0,2023.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","presencial","31-12-2019","quito","pichincha",964.0,212.0,4.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","aparejamiento de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4958.0,16.0,528.8,12.0,2019.0,69.59102674719585,32518.159058849335,1512.0
"procesos industriales","online","31-12-2019","quito","pichincha",965.0,212.0,4.0,31.0,"curso","operación reparación y mantenimiento de maquinas y equipos","aparejamiento de maniobras de izaje","bcibureau certificacion & inspeccion de equipos s.a.","calificado","operador de capacitación","25-11-2021",4959.0,16.0,29.44,12.0,2019.0,69.59102674719585,32518.159058849335,1512.0
