"area_familia","especialidad_sector","modalidad","fecha","razon_social","fecha_resolucion","canton","provincia","id_fact_oc_cp","id_razon_social","id_curso_perfil","id_fecha","dia","mes","tipo","curso_perfil","estado","tipo_razon_social","num_cap_cer","total_horas","total_ganancias","carga_horaria","costo","anio","porcentaje_asistencia","prediction(porcentaje_asistencia)"
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",965.0,212.0,4959.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",49.0,784.0,1442.5600000000002,16.0,29.44,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",966.0,212.0,4955.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,24.0,1586.16,8.0,528.72,2019.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",967.0,212.0,4965.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,24.0,44.16,8.0,14.72,2019.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",968.0,212.0,4947.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,160.0,10574.4,8.0,528.72,2019.0,0.0,11.30952380952381
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",969.0,212.0,4948.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",20.0,160.0,294.40000000000003,8.0,14.72,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",970.0,212.0,4943.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,48.0,3172.32,8.0,528.72,2019.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",971.0,212.0,4962.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,48.0,88.32000000000001,8.0,14.72,2019.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",972.0,212.0,4949.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,272.0,8989.599999999999,16.0,528.8,2019.0,0.0,11.30952380952381
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",973.0,212.0,4950.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",17.0,272.0,500.48,16.0,29.44,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",974.0,212.0,4945.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",24.0,384.0,12691.2,16.0,528.8,2019.0,0.0,11.30952380952381
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",975.0,212.0,4946.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",24.0,384.0,706.5600000000001,16.0,29.44,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",976.0,212.0,4942.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,232.0,15332.88,8.0,528.72,2019.0,0.0,11.30952380952381
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",977.0,212.0,4944.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",29.0,232.0,426.88,8.0,14.72,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",978.0,212.0,4951.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",43.0,344.0,22734.960000000003,8.0,528.72,2019.0,0.0,11.30952380952381
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",979.0,212.0,4952.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",43.0,344.0,4155.52,8.0,96.64,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",980.0,212.0,4953.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",31.0,248.0,16390.32,8.0,528.72,2019.0,0.0,11.30952380952381
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",981.0,212.0,4963.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",31.0,248.0,456.32,8.0,14.72,2019.0,0.0,15.476190476190478
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",982.0,212.0,4956.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,32.0,1057.6,16.0,528.8,2019.0,0.0,0.5952380952380952
"procesos industriales","operación reparación y mantenimiento de maquinas y equipos","online","31-12-2019","MISSING","MISSING","quito","pichincha",983.0,212.0,4957.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,32.0,58.88,16.0,29.44,2019.0,0.0,0.5952380952380952
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",75.0,220.0,2483.0,6.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",22.0,880.0,1504.8000000000002,40.0,68.4,2021.0,0.0,0.0916666666666666
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",76.0,220.0,2484.0,6.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",22.0,880.0,3300.0,40.0,150.0,2021.0,0.0,0.0916666666666666
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","virtual","31-12-2021","MISSING","MISSING","MISSING","MISSING",77.0,220.0,2485.0,6.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",22.0,880.0,3581.6000000000004,40.0,162.8,2021.0,0.0,0.0916666666666666
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","virtual","31-12-2021","MISSING","MISSING","MISSING","MISSING",78.0,220.0,2486.0,6.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",22.0,880.0,3581.6000000000004,40.0,162.8,2021.0,0.0,0.0916666666666666
"actividades de enseñanza","enseñanza","desconocida","31-12-2021","MISSING","MISSING","MISSING","MISSING",79.0,220.0,6232.0,6.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",22.0,132.0,5500.0,6.0,250.0,2021.0,0.0,1.1363636363636365
"actividades de enseñanza","enseñanza","desconocida","31-12-2021","MISSING","MISSING","MISSING","MISSING",80.0,220.0,6233.0,6.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",22.0,132.0,5500.0,6.0,250.0,2021.0,0.0,1.1363636363636365
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",81.0,220.0,2479.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",114.0,4560.0,7797.6,40.0,68.4,2021.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2021","MISSING","MISSING","MISSING","MISSING",82.0,220.0,2480.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",114.0,4560.0,86731.2,40.0,760.8,2021.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","virtual","31-12-2021","MISSING","MISSING","MISSING","MISSING",83.0,220.0,2481.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",114.0,4560.0,5152.799999999999,40.0,45.2,2021.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","virtual","31-12-2021","MISSING","MISSING","MISSING","MISSING",84.0,220.0,2482.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",114.0,4560.0,52850.4,40.0,463.6,2021.0,0.0,0.1262626262626262
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",828.0,220.0,2483.0,3.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",16.0,640.0,1094.4,40.0,68.4,2018.0,0.0,0.0916666666666666
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","presencial","31-12-2018","MISSING","MISSING","MISSING","MISSING",829.0,220.0,2484.0,3.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",16.0,640.0,2400.0,40.0,150.0,2018.0,0.0,0.0916666666666666
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","virtual","31-12-2018","MISSING","MISSING","MISSING","MISSING",830.0,220.0,2485.0,3.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",16.0,640.0,2604.8,40.0,162.8,2018.0,0.0,0.0916666666666666
"educación y capacitación","formación de instructores facilitadores monitores maestros guías formadores","virtual","31-12-2018","MISSING","MISSING","MISSING","MISSING",831.0,220.0,2486.0,3.0,31.0,12.0,"curso","formación de formadores","calificado","operador de capacitación",16.0,640.0,2604.8,40.0,162.8,2018.0,0.0,0.0916666666666666
"actividades de enseñanza","enseñanza","desconocida","31-12-2018","MISSING","MISSING","MISSING","MISSING",832.0,220.0,6232.0,3.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",16.0,96.0,4000.0,6.0,250.0,2018.0,0.0,1.1363636363636365
"actividades de enseñanza","enseñanza","desconocida","31-12-2018","MISSING","MISSING","MISSING","MISSING",833.0,220.0,6233.0,3.0,31.0,12.0,"perfil","formación de formadores","calificado","operador de capacitación",16.0,96.0,4000.0,6.0,250.0,2018.0,0.0,1.1363636363636365
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",984.0,220.0,2479.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",51.0,2040.0,3488.4,40.0,68.4,2019.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","presencial","31-12-2019","MISSING","MISSING","MISSING","MISSING",985.0,220.0,2480.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",51.0,2040.0,38800.8,40.0,760.8,2019.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","virtual","31-12-2019","MISSING","MISSING","MISSING","MISSING",986.0,220.0,2481.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",51.0,2040.0,2305.2,40.0,45.2,2019.0,0.0,0.1262626262626262
"alimentación gastronomía y turismo","elaboración tecnología y producción de alimentos","virtual","31-12-2019","MISSING","MISSING","MISSING","MISSING",987.0,220.0,2482.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",51.0,2040.0,23643.6,40.0,463.6,2019.0,0.0,0.1262626262626262
"administración y legislación","administración contable y de costos","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",85.0,235.0,2657.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",1.0,40.0,275.03492063492047,40.0,275.03492063492047,2021.0,0.0,5.6547451675931315
"administración y legislación","administración contable y de costos","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",989.0,235.0,2657.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",52.0,2080.0,14301.815873015865,40.0,275.03492063492047,2019.0,0.0,5.6547451675931315
"administración y legislación","administración general","presencial","31-12-2019","MISSING","MISSING","quito","pichincha",988.0,235.0,2658.0,4.0,31.0,12.0,"curso",,"calificado","operador de capacitación",2.0,80.0,550.0698412698409,40.0,275.03492063492047,2019.0,0.0,5.335761920429985
"administración y legislación","administración contable y de costos","presencial","31-12-2020","MISSING","MISSING","quito","pichincha",794.0,235.0,2657.0,5.0,31.0,12.0,"curso",,"calificado","operador de capacitación",3.0,120.0,825.1047619047614,40.0,275.03492063492047,2020.0,0.0,5.6547451675931315
"administración y legislación","administración contable y de costos","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1189.0,235.0,2657.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",59.0,2360.0,16227.060317460307,40.0,275.03492063492047,2022.0,0.0,5.6547451675931315
"administración y legislación","administración general","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1188.0,235.0,2658.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",10.0,400.0,2750.349206349205,40.0,275.03492063492047,2022.0,0.0,5.335761920429985
"tecnologías de la información y comunicación","programas de escritorio","presencial","31-12-2022","MISSING","MISSING","quito","pichincha",1190.0,235.0,2659.0,7.0,31.0,12.0,"curso",,"calificado","operador de capacitación",6.0,240.0,1650.2095238095228,40.0,275.03492063492047,2022.0,0.0,0.4683375824828322
"servicios socioculturales y a la comunidad","salud y medicina","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",86.0,243.0,796.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,200.0,2644.0000000000005,40.0,528.8000000000001,2021.0,0.0,4.074224386724387
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",87.0,246.0,2929.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",213.0,51120.0,844502.3999999999,240.0,3964.8,2021.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",88.0,246.0,2930.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",13.0,3120.0,51542.4,240.0,3964.8,2021.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",89.0,246.0,2928.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",33.0,6600.0,109032.0,200.0,3304.0,2021.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",90.0,246.0,2933.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",32.0,7680.0,126873.6,240.0,3964.8,2021.0,0.0,6.944444444444445
"alimentación gastronomía y turismo","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",91.0,246.0,2932.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",44.0,10560.0,174451.19999999998,240.0,3964.8,2021.0,0.0,6.944444444444445
"educación y capacitación","idiomas","MISSING","31-12-2021","MISSING","MISSING","guayaquil","guayas",92.0,257.0,3955.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",723.0,108450.0,469588.5,150.0,649.5,2021.0,0.0,102.7372009016672
"educación y capacitación","idiomas","MISSING","31-12-2021","MISSING","MISSING","guayaquil","guayas",93.0,257.0,3956.0,6.0,31.0,12.0,"curso","nivel básico a2 - inglés","calificado","operador de capacitación",547.0,82050.0,355276.5,150.0,649.5,2021.0,0.0,102.7372009016672
"educación y capacitación","idiomas","MISSING","31-12-2021","MISSING","MISSING","guayaquil","guayas",94.0,257.0,3957.0,6.0,31.0,12.0,"curso","nivel intermedio b1 - inglés","calificado","operador de capacitación",37.0,5550.0,24031.5,150.0,649.5,2021.0,0.0,2.525252525252525
"MISSING","MISSING","presencial","31-12-2021","MISSING","MISSING","quito","pichincha",95.0,263.0,4844.0,6.0,31.0,12.0,"curso",,"calificado","operador de capacitación",4.0,160.0,2115.2000000000003,40.0,528.8000000000001,2021.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2021","MISSING","MISSING","quito","pichincha",96.0,263.0,5719.0,6.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",16.0,96.0,4000.0,6.0,250.0,2021.0,0.0,6.944444444444445
"MISSING","MISSING","presencial","31-12-2018","MISSING","MISSING","quito","pichincha",834.0,263.0,4844.0,3.0,31.0,12.0,"curso",,"calificado","operador de capacitación",5.0,200.0,2644.0000000000005,40.0,528.8000000000001,2018.0,0.0,6.944444444444445
"MISSING","MISSING","desconocida","31-12-2018","MISSING","MISSING","quito","pichincha",835.0,263.0,5719.0,3.0,31.0,12.0,"perfil",,"calificado","operador de capacitación",40.0,240.0,10000.0,6.0,250.0,2018.0,0.0,6.944444444444445
