id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo
8159,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8160,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8161,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8162,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8163,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8164,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8165,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8166,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,"reparación, montaje y modificaciones de carrocerías",desconocida,6,250.0
8167,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8168,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8169,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,"reparación, montaje y modificaciones de carrocerías",desconocida,6,250.0
8170,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8171,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8172,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8173,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,enderezamiento y soldadura automotriz,desconocida,6,250.0
8174,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8175,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8176,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,"reparación, montaje y modificaciones de carrocerías",desconocida,6,250.0
8177,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8178,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8179,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8180,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8181,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8182,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8183,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8184,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8185,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,"reparación, montaje y modificaciones de carrocerías",desconocida,6,250.0
8186,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8187,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8188,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8189,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8190,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8191,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,"reparación, montaje y modificaciones de carrocerías",desconocida,6,250.0
8192,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8193,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8194,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8195,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,enderezamiento y soldadura automotriz,desconocida,6,250.0
8196,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8197,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8198,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,"reparación, montaje y modificaciones de carrocerías",desconocida,6,250.0
8199,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8200,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8201,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8202,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,enderezamiento y soldadura automotriz,desconocida,6,250.0
8203,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8204,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,enderezamiento y soldadura automotriz,desconocida,6,250.0
8205,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8206,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8207,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mecatrónica automotriz,desconocida,6,250.0
8208,perfil,"vehículos, automotores, carrocerías y sus partes",comercio y reparación de vehículos automotores y motocicletas,mantenimiento electromecánico de vehículos,desconocida,6,250.0
8209,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,289.92
8210,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,indicadores del sistema de gestión de la seguridad y salud en el trabajo,desconocida,40,104.80000000000001
8211,curso,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40,168.4
8212,curso,finanzas comercio y ventas,riesgo financiero,gestión financiera y presupuestaria empresarial,desconocida,40,168.4
8213,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidados terapéuticos del adulto mayor,desconocida,40,44.800000000000004
8214,curso,servicios socioculturales y a la comunidad,gestión cultural,actividades recreativas para adultos mayores,desconocida,24,41.04
8215,curso,educación y capacitación,diseño educativo y curricular,pedagogía y didáctica,desconocida,32,54.72
8216,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8217,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40,75.19999999999999
8218,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,129.92
8219,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24,13.919999999999998
8220,curso,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point básico",desconocida,24,160.07999999999998
8221,curso,tecnologías de la información y comunicación,control de calidad,seguridad de la información,desconocida,32,209.6
8222,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,60.0
8223,curso,administración y legislación,administración contable y de costos,gestión de costos en proyectos de construcción,desconocida,40,60.0
8224,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulacion de alimentos,desconocida,8,168.48
8225,curso,artes y artesanía,peluquería y belleza barbería y estilismo,principios básicos de peluquería y belleza,desconocida,40,362.40000000000003
8226,curso,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40,275.03492063492047
8227,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40,60.0
8228,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40,60.0
8229,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,64.0
8230,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de comando de incidente,desconocida,16,260.0
8231,curso,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point",desconocida,40,209.60000000000002
8232,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,168.48
8233,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8,168.48
8234,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8235,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40,275.03492063492047
8236,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8237,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de comando de incidente,desconocida,16,110.01396825396819
8238,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación de extintores portátiles,desconocida,8,55.006984126984094
8239,curso,administración y legislación,administración general,análisis financiero aplicado al emprendimiento,desconocida,24,111.84
8240,curso,comunicación y artes gráficas,medios de comunicación social,comunicación efectiva y presentaciones exitosas,desconocida,16,168.48
8241,curso,comunicación y artes gráficas,métodos y técnicas de promoción y difusión,claves para generar contenido de impacto y publicarlo en línea,desconocida,24,89.03999999999999
8242,curso,finanzas comercio y ventas,marketing y ventas,ventas faciles,desconocida,8,168.48
8243,curso,finanzas comercio y ventas,marketing y ventas,coaching para equipos comerciales,desconocida,8,168.48
8244,curso,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40,360.4
8245,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,13.68
8246,curso,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40,60.0
8247,curso,tecnologías de la información y comunicación,programas de escritorio,manejo y operacion de una hoja de calculo,desconocida,40,44.800000000000004
8248,curso,finanzas comercio y ventas,marketing y ventas,técnicas de atención y servicio al cliente,desconocida,24,165.02095238095228
8249,curso,administración y legislación,gestión del talento humano,administración estratégica de subsistemas de recursos humanos,desconocida,40,111.6
8250,curso,administración y legislación,gestión del talento humano,administración de la nómina de empleados,desconocida,16,111.84
8251,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8252,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,acoso laboral / mobbing laboral,desconocida,40,275.03492063492047
8253,curso,servicios socioculturales y a la comunidad,salud y medicina,masajes terapéuticos de spa,desconocida,40,275.03492063492047
8254,curso,finanzas comercio y ventas,marketing y ventas,herramientas de marketing digital,desconocida,40,275.03492063492047
8255,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,equipos de protección personal,desconocida,24,165.02095238095228
8256,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8257,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,sensibilizacion ambiental,desconocida,24,165.02095238095228
8258,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,peritaje ambiental,desconocida,40,44.800000000000004
8259,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,curso avanzado de adaptaciones curriculares para personas con necesidades educativas especiales (nee),desconocida,40,70.0
8260,curso,finanzas comercio y ventas,marketing y ventas,herramientas de marketing digital,desconocida,40,275.03492063492047
8261,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40,68.4
8262,curso,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40,60.0
8263,curso,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32,54.72
8264,curso,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40,168.4
8265,curso,electricidad y electrónica,electricidad domiciliaria,instalaciones eléctricas residenciales,desconocida,32,168.64
8266,curso,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40,168.4
8267,curso,electricidad y electrónica,electricidad industrial,control eléctrico industrial,desconocida,40,168.4
8268,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,formación de formadores,desconocida,40,70.0
8269,curso,tecnologías de la información y comunicación,programas de escritorio,manejo de excel básico,desconocida,40,320.0
8270,curso,educación y capacitación,medios y materiales didácticos,docentes innovadores,desconocida,32,60.16
8271,curso,transporte y logística,transporte de carga y de pasajeros,"educación vial para una adecuada conducción a la defensiva de vehículos destinados al servicio: público, comercial, por cuenta propia y particular",desconocida,40,180.0
8272,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16,168.48
8273,curso,servicios socioculturales y a la comunidad,salud y medicina,"primeros auxilios, reanimación cardio pulmonar, desfibrilador externo automático",desconocida,40,168.4
8274,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16,168.48
8275,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,168.48
8276,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8277,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,4.16
8278,curso,finanzas comercio y ventas,riesgo financiero,gestión de riesgos y elaboración de una matriz ald/cft,desconocida,24,168.48
8279,curso,finanzas comercio y ventas,riesgo financiero,"señales de alerta y tipologías de lavado de activos, financiamiento del terrorismo y otros delitos",desconocida,24,168.48
8280,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,4.16
8281,curso,administración y legislación,legislación,normas de prevención de lavado de activos y la debida diligencia,desconocida,8,111.76
8282,curso,administración y legislación,legislación,elaboración del manual y matriz de riesgo para la prevención de lavado de activos,desconocida,16,111.84
8283,curso,administración y legislación,legislación,auditoría de cumplimiento sobre las normas de prevención de lavado de activos,desconocida,16,111.84
8284,curso,administración y legislación,legislación,sistema de gestión anti soborno basado en la norma iso 37001:2016,desconocida,40,111.6
8285,curso,electricidad y electrónica,electricidad domiciliaria,instalación de cámaras de videovigilancia cctv y minicámaras,desconocida,40,60.0
8286,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,operación segura de montacargas,desconocida,16,110.08
8287,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,60.0
8288,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,trabajos en espacios confinados,desconocida,16,289.92
8289,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40,75.19999999999999
8290,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos.,desconocida,8,20.0
8291,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8292,curso,finanzas comercio y ventas,presupuestos y flujo de caja,aspectos generales del cajero comercial y bancario,desconocida,16,168.48
8293,curso,finanzas comercio y ventas,presupuestos y flujo de caja,operación de caja comercial,desconocida,24,89.03999999999999
8294,curso,finanzas comercio y ventas,presupuestos y flujo de caja,operación de caja bancaria,desconocida,32,168.64
8295,curso,servicios socioculturales y a la comunidad,salud y medicina,curso online de digitopresion,desconocida,40,60.0
8296,curso,servicios socioculturales y a la comunidad,salud y medicina,cuidados terapéuticos del adulto mayor,desconocida,40,44.800000000000004
8297,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,higiene y manipulacion de alimentos,desconocida,8,55.006984126984094
8298,curso,finanzas comercio y ventas,riesgo financiero,análisis financiero,desconocida,40,275.03492063492047
8299,curso,administración y legislación,administración general,análisis financiero aplicado al emprendimiento,desconocida,24,360.48
8300,curso,administración y legislación,administración contable y de costos,control interno contable,desconocida,16,360.48
8301,curso,transporte y logística,logística integral,gestión integral en el comercio internacional,desconocida,40,275.03492063492047
8302,curso,administración y legislación,administración contable y de costos,"asistencia en contabilidad, tributacion, y nomina modulo 1 contabilidad basica",desconocida,40,40.0
8303,curso,servicios socioculturales y a la comunidad,gestión cultural,fisicoculturismo y acondicionamiento físico comunitario,desconocida,40,60.0
8304,curso,tecnologías de la información y comunicación,programas de escritorio,"word, excel y power point básico",desconocida,24,160.07999999999998
8305,curso,administración y legislación,administración contable y de costos,obligaciones tributarias y beneficios laborales,desconocida,24,280.08
8306,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8307,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,desconocida,24,165.02095238095228
8308,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8309,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en trabajo de alturas,desconocida,40,275.03492063492047
8310,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"seguridad, salud ocupacional y riesgos de trabajo en la construcción",desconocida,24,165.02095238095228
8311,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40,75.19999999999999
8312,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8313,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16,110.01396825396819
8314,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8315,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8316,curso,servicios socioculturales y a la comunidad,salud y medicina,terapias alternativas con biomagnetismo y campos magnéticos,desconocida,40,275.03492063492047
8317,curso,servicios socioculturales y a la comunidad,salud y medicina,terapia alternativa con hipnosis y técnicas de relajación,desconocida,40,44.800000000000004
8318,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8319,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8,55.006984126984094
8320,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8321,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16,110.01396825396819
8322,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8323,curso,educación y capacitación,diseño educativo y curricular,actualización curricular,desconocida,40,70.0
8324,curso,construcción e infraestructura,arquitectura y urbanismo,arcgis aplicado a la arquitectura y planificación urbana,desconocida,32,220.02793650793637
8325,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16,110.01396825396819
8326,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40,75.19999999999999
8327,curso,educación y capacitación,diseño educativo y curricular,actualización curricular,desconocida,40,70.0
8328,curso,educación y capacitación,capacitación,técnica vocal aplicada al canto,desconocida,40,70.0
8329,curso,alimentación gastronomía y turismo,cocina nacional e internacional,introducción a la cocina fría (garde manger),desconocida,40,275.03492063492047
8330,curso,alimentación gastronomía y turismo,cocina nacional e internacional,técnicas básicas de cocina,desconocida,40,44.800000000000004
8331,curso,educación y capacitación,capacitación,mapeo con drones,desconocida,24,131.52
8332,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8333,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8334,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8335,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8,55.006984126984094
8336,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8337,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40,75.19999999999999
8338,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,reglamento de seguridad y salud - organismos paritarios,desconocida,40,75.19999999999999
8339,curso,finanzas comercio y ventas,presupuestos y flujo de caja,operación de caja bancaria,desconocida,32,220.02793650793637
8340,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8341,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8342,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,gestión de riesgos laborales,desconocida,16,110.01396825396819
8343,curso,alimentación gastronomía y turismo,elaboración tecnología y producción de alimentos,auditoria interna en bpm (buenas practicas de manufactura) y haccp (análisis de peligros y puntos críticos de control) en plantas procesadoras de alimentos.,desconocida,40,180.0
8344,curso,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32,360.64
8345,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,60.0
8346,curso,educación y capacitación,idiomas,curso básico de la competencia lingüística del inglés nivel b2,desconocida,24,131.52
8347,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,manejo de la plataforma suia,desconocida,16,110.01396825396819
8348,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8349,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8350,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8351,curso,finanzas comercio y ventas,marketing y ventas,coaching para gerentes de ventas y marketing,desconocida,40,44.800000000000004
8352,curso,finanzas comercio y ventas,negocios y comercio electrónico,modelos de negocio en comercio electrónico,desconocida,40,275.03492063492047
8353,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8354,curso,educación y capacitación,capacitación,gestion docente,desconocida,40,70.0
8355,curso,educación y capacitación,formación de instructores facilitadores monitores maestros guías formadores,aprendizaje acelerado para formadores,desconocida,40,150.0
8356,curso,educación y capacitación,metodología y técnica de aprendizaje,programación neurolinguistica aplicada en la educación pedagogica,desconocida,40,70.0
8357,curso,educación y capacitación,capacitación,inteligencia emocional,desconocida,16,131.52
8358,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40,275.03492063492047
8359,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8360,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8361,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8362,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8363,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,sistema de gestión de seguridad y salud laboral,desconocida,16,49.92
8364,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencia y auto protección,desconocida,8,55.006984126984094
8365,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención en el transporte y almacenamiento de productos químicos peligrosos.,desconocida,8,20.0
8366,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgo eléctrico,desconocida,40,275.03492063492047
8367,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8368,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8369,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8370,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas contra incendios,desconocida,8,55.006984126984094
8371,curso,educación y capacitación,diseño educativo y curricular,evaluacion pedagogica ci setec,desconocida,8,60.0
8372,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,control y vigilancia en la gestión interna de los residuos y desechos generados en los establecimientos de salud,desconocida,16,60.0
8373,curso,administración y legislación,administración general,formacion auditor interno sistemas integrados de gestión iso 9001/14001/45001,desconocida,32,360.64
8374,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,"prevención de riesgos, seguridad industrial y salud ocupacional en los sectores industrial y construcción",desconocida,40,75.19999999999999
8375,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,desconocida,16,49.92
8376,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de emergencias,desconocida,8,55.006984126984094
8377,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
8378,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,acoso laboral / mobbing laboral,desconocida,40,168.4
8379,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,acoso laboral / mobbing laboral,desconocida,40,275.03492063492047
8380,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,desconocida,16,110.01396825396819
